# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
878	Nanga	bɛ̀sí	b ɛ ¹ s i ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 3 7 8	AXTBYT	PE6SI6	11	11.P.C 11.E.V 11.6.T 11.S.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
879	Penange	díŋgé	d i ⁵ ŋ ɡ e ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 4 1 7 8	AXTMBYT	TI6NKE6	12	12.T.C 12.I.V 12.6.T 12.N.c 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	513	340
880	Perge_Tegu	bìyⁿɛ́	b i ¹ j ∼ ɛ ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 6 4 7 8	AXTMBYT	PI6J9E6	13	13.P.C 13.I.V 13.6.T 13.J.c 13.9.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	520	339
881	Songhai_Kiini	fí:	f iː ⁵	bury	enterrer	BURY	3 7 8	AXT	BI6	14	14.B.C 14.I.V 14.6.T	1.6 3.0 1.0	0	521	342
882	Songhai_Senni	fí:jí	f iː ⁵ dʒ i ⁵	bury	enterrer	BURY	3 7 8 1 7 8	AXTBYT	BI6TI6	15	15.B.C 15.I.V 15.6.T 15.T.C 15.I.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	342
884	Tebul_Ure	cɛ́ndí	tʃ ɛ ⁵ n d i ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 4 1 7 8	AXTMBYT	TE6NTI6	16	16.T.C 16.E.V 16.6.T 16.N.c 16.T.C 16.I.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	513	340
885	Tiranige_Diga	béjó	b e ⁵ dʒ o ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 1 7 8	AXTBYT	PE6TU6	17	17.P.C 17.E.V 17.6.T 17.T.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
886	Togo_Kan	bìyɛ́	b i ¹ j ɛ ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 6 7 8	AXTBYT	PI6JE6	18	18.P.C 18.I.V 18.6.T 18.J.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
887	Tommo_So	bòdó	b o ¹ d o ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 1 7 8	AXTBYT	PU6TU6	19	19.P.C 19.U.V 19.6.T 19.T.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
888	Toro_Tegu	bǐw	b i ¹⁵ w	bury (sb)	enterrer (qn)	BURY	1 7 8 6	AXTN	PI2W	20	20.P.C 20.I.V 20.2.T 20.W.c	1.6 3.0 1.0 0.5	0	527	343
889	Yanda_Dom	bèzé	b e ¹ z e ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 3 7 8	AXTBYT	PE6SE6	21	21.P.C 21.E.V 21.6.T 21.S.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
890	Yorno_So	bòjó	b o ¹ dʒ o ⁵	bury (sb)	enterrer (qn)	BURY	1 7 8 1 7 8	AXTBYT	PU6TU6	22	22.P.C 22.U.V 22.6.T 22.T.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	520	339
#
895	Bambara	sà̰	s a ¹ ∼	buy	acheter	BUY	3 7 8 4	AXTN	SA69	1	1.S.C 1.A.V 1.6.T 1.9.c	1.6 3.0 1.0 0.5	0	528	344
896	Bangime	ɥàà-rà	ɥ aː ¹ + r a ¹	buy	acheter	BUY	6 7 8 9 5 7 8	AXT_AXT	JA6_RA6	2	2.J.C 2.A.V 2.6.T 2._._ 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	529	345
897	Bankan_Tey	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	3	3.E.V 3.6.T 3.W.C 3.E.V 3.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
898	Ben_Tey	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy, purchase	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	4	4.E.V 4.6.T 4.W.C 4.E.V 4.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
899	Bunoge	sɔ́:wɛ̀	s ɔː w ɛ ¹	buy, purchase	acheter	BUY	3 7 6 7 8	AXBYT	SUWE6	5	5.S.C 5.U.V 5.W.C 5.E.V 5.6.T	1.6 3.0 1.3 3.0 1.0	0	532	347
900	Fulfulde	soodu-de	s o o d u + d e	buy	acheter	BUY	3 7 7 1 7 9 1 7	AXYBZ_AX	SUUTY_TE	6	6.S.C 6.U.V 6.U.V 6.T.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	0	533	348
901	Jamsay	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	7	7.E.V 7.6.T 7.W.C 7.E.V 7.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
902	Jenaama	sàwⁿ	s a ¹ w̃ ∼	buy	acheter	BUY	3 7 8 6 4	AXTLN	SA6W9	8	8.S.C 8.A.V 8.6.T 8.W.c 8.9.c	1.6 3.0 1.0 1.1 0.5	0	528	344
903	Mombo	swɛ́:	s w ɛː ⁵	buy, purchase	acheter	BUY	3 6 7 8	ACXT	SWE6	9	9.S.C 9.W.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	0	532	347
904	Najamba	dɔ̀nɛ́	d ɔ ¹ n ɛ ⁵	buy, purchase	acheter	BUY	1 7 8 4 7 8	AXTBYT	TU6NE6	10	10.T.C 10.U.V 10.6.T 10.N.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	537	349
905	Nanga	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	11	11.E.V 11.6.T 11.W.C 11.E.V 11.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
906	Penange	sɔ́gɛ́	s ɔ ⁵ ɡ ɛ ⁵	buy, purchase	acheter	BUY	3 7 8 1 7 8	AXTBYT	SU6KE6	12	12.S.C 12.U.V 12.6.T 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	539	347
907	Perge_Tegu	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	13	13.E.V 13.6.T 13.W.C 13.E.V 13.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
908	Songhai_Senni	dêy	d e ⁵¹ j	buy, pay someone	acheter, payer (qqch)	BUY	1 7 8 6	AXTN	TE3J	15	15.T.C 15.E.V 15.3.T 15.J.c	1.6 3.0 1.0 0.5	0	541	350
909	Songhai_Kiini	dêy	d e ⁵¹ j	buy, pay someone	acheter, payer (qqch)	BUY	1 7 8 6	AXTN	TE3J	14	14.T.C 14.E.V 14.3.T 14.J.c	1.6 3.0 1.0 0.5	0	541	350
911	Tebul_Ure	ɛ́bɛ́	ɛ ⁵ b ɛ ⁵	buy, purchase	acheter	BUY	7 8 1 7 8	XTBYT	E6PE6	16	16.E.V 16.6.T 16.P.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
912	Tiranige_Diga	dɔ́nɔ́	d ɔ ⁵ n ɔ ⁵	buy, purchase	acheter	BUY	1 7 8 4 7 8	AXTBYT	TU6NU6	17	17.T.C 17.U.V 17.6.T 17.N.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	537	349
913	Togo_Kan	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	buy	acheter	BUY	7 8 6 7 8	XTBYT	E6WE6	18	18.E.V 18.6.T 18.W.C 18.E.V 18.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
914	Tommo_So	ɛ́bɛ́	ɛ ⁵ b ɛ ⁵	buy, purchase	acheter	BUY	7 8 1 7 8	XTBYT	E6PE6	19	19.E.V 19.6.T 19.P.C 19.E.V 19.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
915	Toro_Tegu	ɛ́w	ɛ ⁵ w	buy, purchase	acheter	BUY	7 8 6	XTN	E6W	20	20.E.V 20.6.T 20.W.c	3.0 1.0 0.5	0	530	346
916	Yanda_Dom	ɛ́bɛ́	ɛ ⁵ b ɛ ⁵	buy	acheter	BUY	7 8 1 7 8	XTBYT	E6PE6	21	21.E.V 21.6.T 21.P.C 21.E.V 21.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
917	Yorno_So	ɛ́bɛ́	ɛ ⁵ b ɛ ⁵	buy, purchase	acheter	BUY	7 8 1 7 8	XTBYT	E6PE6	22	22.E.V 22.6.T 22.P.C 22.E.V 22.6.T	3.0 1.0 1.3 3.0 1.0	0	530	346
#
919	Bambara	wéélé	w eː ⁵ l e ⁵	call	appel	CALL	6 7 8 5 7 8	AXTBYT	WE6LE6	1	1.W.C 1.E.V 1.6.T 1.L.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	542	351
920	Bangime	yèndò	j e ¹ n d o ¹	call	appeler	CALL	6 7 8 4 1 7 8	AXTMBYT	JE6NTU6	2	2.J.C 2.E.V 2.6.T 2.N.c 2.T.C 2.U.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	543	352
921	Bankan_Tey	ɲǎn	ɲ a ¹⁵ n	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	4 7 8 4	AXTN	NA2N	3	3.N.C 3.A.V 3.2.T 3.N.c	1.6 3.0 1.0 0.5	0	544	353
922	Ben_Tey	ɲàrⁿí	ɲ a ¹ r̃ ∼ i ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	4 7 8 5 4 7 8	AXTMBYT	NA6R9I6	4	4.N.C 4.A.V 4.6.T 4.R.c 4.9.C 4.I.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	544	354
923	Bunoge	ɲá:ŋì	ɲ aː ⁵ ŋ i ¹	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	4 7 8 4 7 8	AXTBYT	NA6NI6	5	5.N.C 5.A.V 5.6.T 5.N.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	544	354
924	Fulfulde	noddu-de	n o d d u + d e	call	appeler	CALL	4 7 1 1 7 9 1 7	AXMBZ_AX	NUTTY_TE	6	6.N.C 6.U.V 6.T.c 6.T.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	547	355
926	Jamsay	bɔ̀rⁿɔ́	b ɔ ¹ r̃ ∼ ɔ ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	1 7 8 5 4 7 8	AXTMBYT	PU6R9U6	7	7.P.C 7.U.V 7.6.T 7.R.c 7.9.C 7.U.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	548	354
927	Jenaama	kē	a ¹ + k e ³	call	appeler	CALL	7 8 9 1 7 8	XT_AXT	A6_KE6	8	8.A.V 8.6.T 8._._ 8.K.C 8.E.V 8.6.T	3.0 1.0 0.0 1.6 3.0 1.0	0	549	356
928	Mombo	yálé	j a ⁵ l e ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	6 7 8 5 7 8	AXTBYT	JA6LE6	9	9.J.C 9.A.V 9.6.T 9.L.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	542	357
929	Najamba	yàndí	j a ¹ n d i ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	6 7 8 4 1 7 8	AXTMBYT	JA6NTI6	10	10.J.C 10.A.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	543	352
930	Nanga	ɲǎ:rⁿí	ɲ aː ¹⁵ r̃ ∼ i ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	4 7 8 5 4 7 8	AXTMBYT	NA2R9I6	11	11.N.C 11.A.V 11.2.T 11.R.c 11.9.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	544	353
931	Perge_Tegu	sɔ́rⁿɔ́	s ɔ ⁵ r̃ ∼ ɔ ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	3 7 8 5 4 7 8	AXTMBYT	SU6R9U6	13	13.S.C 13.U.V 13.6.T 13.R.c 13.9.C 13.U.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	548	354
932	Songhai_Senni	cé	tʃ e ⁵	call out, shout, scream	hurler, pousser un cri	CALL	1 7 8	AXT	TE6	15	15.T.C 15.E.V 15.6.T	1.6 3.0 1.0	0	554	358
934	Tebul_Ure	bóngó bǒn	b o ⁵ n ɡ o ⁵ _ b o ¹⁵ n	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	1 7 8 4 1 7 8 9 1 7 8 4	AXTMBYT_AXTN	PU6NKU6_PU2N	16	16.P.C 16.U.V 16.6.T 16.N.c 16.K.C 16.U.V 16.6.T 16._._ 16.P.C 16.U.V 16.2.T 16.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0	555	359
935	Tiranige_Diga	yá:ndó	j aː ⁵ n d o ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	6 7 8 4 1 7 8	AXTMBYT	JA6NTU6	17	17.J.C 17.A.V 17.6.T 17.N.c 17.T.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	543	352
936	Tommo_So	bòó	b oː ¹⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	1 7 8	AXT	PU2	19	19.P.C 19.U.V 19.2.T	1.6 3.0 1.0	0	557	360
937	Toro_Tegu	sórⁿú	s o ⁵ r̃ ∼ u ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	3 7 8 5 4 7 8	AXTMBYT	SU6R9Y6	20	20.S.C 20.U.V 20.6.T 20.R.c 20.9.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	548	354
938	Yanda_Dom	yàndú	j a ¹ n d u ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	6 7 8 4 1 7 8	AXTMBYT	JA6NTY6	21	21.J.C 21.A.V 21.6.T 21.N.c 21.T.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	543	352
940	Yorno_So	bǒ:nɔ́	b oː ¹⁵ n ɔ ⁵	call (sb, to come), summon, convoke (sb)	appeler (qn, à venir), convoquer (qn)	CALL	1 7 8 4 7 8	AXTBYT	PU2NU6	22	22.P.C 22.U.V 22.2.T 22.N.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	548	360
#
941	Bangime	ɲɔ̀ŋɔ̀-mɛ́	ɲ ɔ ¹ ŋ ɔ ¹ m ɛ ⁵	camel	chameau	CAMEL	4 7 8 4 7 8 4 7 8	AXTBYTBYT	NU6NU6ME6	2	2.N.C 2.U.V 2.6.T 2.N.C 2.U.V 2.6.T 2.M.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	558	361
942	Bankan_Tey	ɔ̀:ɲɛ̂ⁿ-m	ɔː ¹ ɲ ɛ̃ ⁵¹ ∼ + m	camel	chameau	CAMEL	7 8 4 7 8 4 9 4	XTBYTN_A	U6NE39_M	3	3.U.V 3.6.T 3.N.C 3.E.V 3.3.T 3.9.c 3._._ 3.M.C	3.0 1.0 1.3 3.0 1.0 0.5 0.0 1.6	0	559	362
943	Ben_Tey	ɔ̀:ɲùwⁿɔ̂-m	ɔː ¹ ɲ u ¹ w̃ ∼ ɔ ⁵¹ + m	camel	chameau	CAMEL	7 8 4 7 8 6 4 7 8 9 4	XTBYTMBYT_A	U6NY6W9U3_M	4	4.U.V 4.6.T 4.N.C 4.Y.V 4.6.T 4.W.c 4.9.C 4.U.V 4.3.T 4._._ 4.M.C	3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	0	559	363
944	Bunoge	ɲɔ́ŋɔ́-mɛ̀	ɲ ɔ ⁵ ŋ ɔ ⁵ + m ɛ ¹	camel	chameau	CAMEL	4 7 8 4 7 8 9 4 7 8	AXTBYT_AXT	NU6NU6_ME6	5	5.N.C 5.U.V 5.6.T 5.N.C 5.U.V 5.6.T 5._._ 5.M.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	559	364
946	Fulfulde	ngeelooba	n ɡ e e l o o b a	camel	chameau	CAMEL	4 1 7 7 5 7 7 1 7	ACYYBYYBZ	NKEELUUPA	6	6.N.C 6.K.C 6.E.V 6.E.V 6.L.C 6.U.V 6.U.V 6.P.C 6.A.V	2.0 1.5 1.3 1.3 1.75 1.3 1.3 1.75 0.8	0	562	365
948	Jamsay	ɔ̀ɣɔ̀ɲùŋó	ɔ ¹ ɣ ɔ ¹ ɲ u ¹ ŋ o ⁵	camel	chameau	CAMEL	7 8 3 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6GU6NY6NU6	7	7.U.V 7.6.T 7.G.C 7.U.V 7.6.T 7.N.C 7.Y.V 7.6.T 7.N.C 7.U.V 7.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	563	363
949	Jenaama	ɲūwɔ̀mɔ̄	ɲ u ³ w ɔ ¹ m ɔ ³	camel	chameau	CAMEL	4 7 8 6 7 8 4 7 8	AXTBYTBYT	NY6WU6MU6	8	8.N.C 8.Y.V 8.6.T 8.W.C 8.U.V 8.6.T 8.M.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	558	361
950	Nanga	ɔ̀gɔ̀ɲɔ̀ŋɔ̂	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹ ŋ ɔ ⁵¹	camel	chameau	CAMEL	7 8 1 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6KU6NU6NU3	11	11.U.V 11.6.T 11.K.C 11.U.V 11.6.T 11.N.C 11.U.V 11.6.T 11.N.C 11.U.V 11.3.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	563	363
951	Perge_Tegu	ɔ̀gɔ̀ɲùwⁿó	ɔ ¹ ɡ ɔ ¹ ɲ u ¹ w̃ ∼ o ⁵	camel	chameau	CAMEL	7 8 1 7 8 4 7 8 6 4 7 8	XTBYTBYTMBYT	U6KU6NY6W9U6	13	13.U.V 13.6.T 13.K.C 13.U.V 13.6.T 13.N.C 13.Y.V 13.6.T 13.W.c 13.9.C 13.U.V 13.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0	563	363
952	Songhai_Senni	yòlá:mò	j o ¹ l aː ⁵ m o ¹	camel	chameau	CAMEL	6 7 8 5 7 8 4 7 8	AXTBYTBYT	JU6LA6MU6	15	15.J.C 15.U.V 15.6.T 15.L.C 15.A.V 15.6.T 15.M.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	558	367
953	Songhai_Kiini	yɔ̀wɔ̌:	j ɔ ¹ w ɔː ¹⁵	camel	chameau	CAMEL	6 7 8 6 7 8	AXTBYT	JU6WU2	14	14.J.C 14.U.V 14.6.T 14.W.C 14.U.V 14.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0	567	366
955	Tebul_Ure	ɔ̀gɔ̀ɲɔ̀ŋɔ́	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹ ŋ ɔ ⁵	camel	chameau	CAMEL	7 8 1 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6KU6NU6NU6	16	16.U.V 16.6.T 16.K.C 16.U.V 16.6.T 16.N.C 16.U.V 16.6.T 16.N.C 16.U.V 16.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	563	363
956	Tiranige_Diga	njèlèbà	n dʒ e ¹ l e ¹ b a ¹	camel	chameau	CAMEL	4 1 7 8 5 7 8 1 7 8	ACYTBYTBYT	NTE6LE6PA6	17	17.N.C 17.T.C 17.E.V 17.6.T 17.L.C 17.E.V 17.6.T 17.P.C 17.A.V 17.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	562	368
957	Togo_Kan	ɔ̀gɔ̀ɲɔ̌	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹⁵	camel	chameau	CAMEL	7 8 1 7 8 4 7 8	XTBYTBYT	U6KU6NU2	18	18.U.V 18.6.T 18.K.C 18.U.V 18.6.T 18.N.C 18.U.V 18.2.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	563	363
958	Yanda_Dom	ɔ̀gɔ̀ɲɔ̀ŋɔ̀	ɔ ¹ ɡ ɔ ¹ ɲ ɔ ¹ ŋ ɔ ¹	camel	chameau	CAMEL	7 8 1 7 8 4 7 8 4 7 8	XTBYTBYTBYT	U6KU6NU6NU6	21	21.U.V 21.6.T 21.K.C 21.U.V 21.6.T 21.N.C 21.U.V 21.6.T 21.N.C 21.U.V 21.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	563	363
959	Yorno_So	ɔ̀gɔ̀yɔ̌:ⁿ	ɔ ¹ ɡ ɔ ¹ j ɔ̃ː ∼	camel	chameau	CAMEL	7 8 1 7 8 6 7 4	XTBYTBYN	U6KU6JU9	22	22.U.V 22.6.T 22.K.C 22.U.V 22.6.T 22.J.C 22.U.V 22.9.c	3.0 1.0 1.3 3.0 1.0 1.3 3.0 0.5	0	563	363
#
960	Bangime	tùɥɛ̀-rɛ̀	t u ¹ ɥ ɛ ¹ + r ɛ ¹	carry on head	porter à la tête	CARRY ON HEAD	1 7 8 6 7 8 9 5 7 8	AXTBYT_AXT	TY6JE6_RE6	2	2.T.C 2.Y.V 2.6.T 2.J.C 2.E.V 2.6.T 2._._ 2.R.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	568	369
961	Bankan_Tey	dú	d u ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8	AXT	TY6	3	3.T.C 3.Y.V 3.6.T	1.6 3.0 1.0	0	569	370
962	Ben_Tey	dǔ	d u ¹⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8	AXT	TY2	4	4.T.C 4.Y.V 4.2.T	1.6 3.0 1.0	0	569	370
963	Bunoge	dúy-yɛ̀	d u ⁵ j + j ɛ ¹	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 6 9 6 7 8	AXTN_AXT	TY6J_JE6	5	5.T.C 5.Y.V 5.6.T 5.J.c 5._._ 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0	569	369
966	Jamsay	dě:	d eː ¹⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8	AXT	TE2	7	7.T.C 7.E.V 7.2.T	1.6 3.0 1.0	1	569	370
967	Mombo	dú-yɛ̂:	d u ⁵ + j ɛː ⁵¹	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TY6_JE3	9	9.T.C 9.Y.V 9.6.T 9._._ 9.J.C 9.E.V 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
968	Najamba	dì-yɛ́	d i ¹ + j ɛ ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TI6_JE6	10	10.T.C 10.I.V 10.6.T 10._._ 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
969	Nanga	dǔ:yí	d uː ¹⁵ j i ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 6 7 8	AXTBYT	TY2JI6	11	11.T.C 11.Y.V 11.2.T 11.J.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	568	370
970	Penange	dú-yɛ́	d u ⁵ + j ɛ ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TY6_JE6	12	12.T.C 12.Y.V 12.6.T 12._._ 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
971	Perge_Tegu	dì-yé	d i ¹ + j e ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TI6_JE6	13	13.T.C 13.I.V 13.6.T 13._._ 13.J.C 13.E.V 13.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
972	Songhai_Kiini	gɛ̀rɛ̀	ɡ ɛ ¹ r ɛ ¹	carry (sth, on one's head)	porter sur la tête; tenir au-dessus de sa tête	CARRY ON HEAD	1 7 8 5 7 8	AXTBYT	KE6RE6	14	14.K.C 14.E.V 14.6.T 14.R.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	578	371
973	Songhai_Senni	léŋgé	l e ⁵ ŋ ɡ e ⁵	carry on head (without using hands)	porter sur la tête (sans utiliser les mains	CARRY ON HEAD	5 7 8 4 1 7 8	AXTMBYT	LE6NKE6	15	15.L.C 15.E.V 15.6.T 15.N.c 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	579	372
974	Tebul_Ure	dǐ	d i ¹⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8	AXT	TI2	16	16.T.C 16.I.V 16.2.T	1.6 3.0 1.0	0	569	370
975	Tiranige_Diga	dú-yɔ́	d u ⁵ + j ɔ ⁵	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TY6_JU6	17	17.T.C 17.Y.V 17.6.T 17._._ 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
976	Togo_Kan	dù-wî:	d u ¹ + w iː ⁵¹	carry (sth, on one's head)	porter (qch, à la tête)	CARRY ON HEAD	1 7 8 9 6 7 8	AXT_AXT	TY6_WI3	18	18.T.C 18.Y.V 18.6.T 18._._ 18.W.C 18.I.V 18.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	569	369
