# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT
603	Tiranige_Diga	jé:ŋgé	dʒ eː ⁵ ŋ ɡ e ⁵	blood	sang	BLOOD
604	Togo_Kan	nɛ́	n ɛ ⁵	blood	sang	BLOOD
605	Tommo_So	ìlìyé	i ¹ l i ¹ j e ⁵	blood	sang	BLOOD
606	Toro_Tegu	néŋ	n e ⁵ ŋ	blood	sang	BLOOD
607	Yanda_Dom	jènjù	dʒ e ¹ n dʒ u ¹	blood	sang	BLOOD
609	Yorno_So	ìllî:	i ¹ l l iː ⁵¹	blood	sang	BLOOD
#
652	Bangime	nɔ́ɔ́-ndɛ́	n ɔː ⁵ + n d ɛ ⁵	body	corps	BODY
653	Bankan_Tey	jèsù-gùsú	dʒ e ¹ s u ¹ + ɡ u ¹ s u ⁵	body	corps	BODY
654	Ben_Tey	gèsú	ɡ e ¹ s u ⁵	body	corps	BODY
655	Bunoge	wénámà	w e ⁵ n a ⁵ m a ¹	body	corps	BODY
657	Fulfulde	terɗe	t e r ɗ e	body	corps	BODY
658	Jamsay	jèjú	dʒ e ¹ dʒ u ⁵	body	corps	BODY
659	Jenaama	tùⁿ	t ũ ¹ ∼	body	corps	BODY
660	Mombo	wójì	w o ⁵ dʒ i ¹	body	corps	BODY
661	Najamba	gòjí-ŋgé	ɡ o ¹ dʒ i ⁵ + ŋ ɡ e ⁵	body	corps	BODY
662	Nanga	gèsí	ɡ e ¹ s i ⁵	body	corps	BODY
663	Penange	wènàmà	w e ¹ n a ¹ m a ¹	body	corps	BODY
664	Perge_Tegu	gèsú	ɡ e ¹ s u ⁵	body	corps	BODY
665	Songhai_Kiini	gá:	ɡ aː ⁵	body	corps	BODY
666	Songhai_Senni	gá:	ɡ aː ⁵	body	corps	BODY
667	Tebul_Ure	gòdù-gó	ɡ o ¹ d u ¹ + ɡ o ⁵	body	corps	BODY
668	Tiranige_Diga	gó:ⁿ	ɡ õː ⁵ ∼	body	corps	BODY
669	Togo_Kan	gìyé	ɡ i ¹ j e ⁵	body	corps	BODY
670	Tommo_So	gòdú	ɡ o ¹ d u ⁵	body	corps	BODY
671	Toro_Tegu	jèsù gùsú	dʒ e ¹ s u ¹ _ ɡ u ¹ s u ⁵	body	corps	BODY
672	Yanda_Dom	gòzù	ɡ o ¹ z u ¹	body	corps	BODY
673	Yorno_So	gòjú	ɡ o ¹ dʒ u ⁵	body	corps	BODY
#
678	Bambara	kóló kúrú	k o ⁵ l o ⁵ _ k u ⁵ r u ⁵	bone	os	BONE
679	Bangime	nɔ̀rɛ̀	n ɔ ¹ r ɛ ¹	bone	os	BONE
680	Bankan_Tey	kìrⁿěy	k i ¹ r̃ ∼ e ¹⁵ j	bone	os	BONE
681	Ben_Tey	cìrⁿɛ̌yⁿ	tʃ i ¹ r̃ ∼ ɛ ¹⁵ j ∼	bone	os	BONE
682	Bunoge	gá:yè	ɡ aː ⁵ j e ¹	bone	os	BONE
684	Fulfulde	gi'al	ɡ i ʔⁿ a l	bone	os	BONE
686	Jamsay	cìrⁿé	tʃ i ¹ r̃ ∼ e ⁵	bone	os	BONE
687	Jenaama	kúwⁿɔ̄	k u ⁵ w̃ ∼ ɔ ³	bone	os	BONE
688	Mombo	gà:wⁿě:	ɡ aː ¹ w̃ ∼ eː ¹⁵	bone	os	BONE
689	Najamba	kìná-ŋgó	k i ¹ n a ⁵ + ŋ ɡ o ⁵	bone	os	BONE
690	Nanga	kìrⁿá	k i ¹ r̃ ∼ a ⁵	bone	os	BONE
691	Penange	gɔ̀:gɛ̀	ɡ ɔː ¹ ɡ ɛ ¹	bone	os	BONE
692	Perge_Tegu	kìrⁿé	k i ¹ r̃ ∼ e ⁵	bone	os	BONE
693	Songhai_Kiini	bìrí	b i ¹ r i ⁵	bone	os	BONE
694	Songhai_Senni	bìrò	b i ¹ r o ¹	bone	os	BONE
696	Tebul_Ure	cìnǎ:	tʃ i ¹ n aː ¹⁵	bone	os	BONE
697	Tiranige_Diga	kíná	k i ⁵ n a ⁵	bone	os	BONE
698	Togo_Kan	kìrⁿí	k i ¹ r̃ ∼ i ⁵	bone	os	BONE
699	Tommo_So	kìyé	k i ¹ j e ⁵	bone	os	BONE
700	Toro_Tegu	cìrá	tʃ i ¹ r a ⁵	bone	os	BONE
701	Yanda_Dom	kìrⁿà	k i ¹ r̃ ∼ a ¹	bone	os	BONE
702	Yorno_So	kǐ:	k iː ¹⁵	bone	os	BONE
#
796	Bambara	fúráláⁿ	f u ⁵ r a ⁵ l ã ⁵ ∼	broom	balai	BROOM
797	Bangime	ɡíyɛ́rⁿɛ̀	ɡ i ⁵ j ɛ ⁵ r̃ ∼ ɛ ¹	broom	balai	BROOM
798	Bankan_Tey	ùsìrⁿî:	u ¹ s i ¹ r̃ ∼ iː ⁵¹	broom	balai	BROOM
799	Ben_Tey	ùsùnî:	u ¹ s u ¹ n iː ⁵¹	broom	balai	BROOM
800	Bunoge	ɲéníŋgà	ɲ e ⁵ n i ⁵ ŋ ɡ a ¹	broom	balai	BROOM
802	Fulfulde	buuw-irgal	b u u w + i r ɡ a l	broom	balai	BROOM
804	Jamsay	sá:má	s aː ⁵ m a ⁵	broom	balai	BROOM
805	Jenaama	sāⁿgòlō	s a ³ ∼ ɡ o ¹ l o ³	broom	balai	BROOM
806	Mombo	gèní	ɡ e ¹ n i ⁵	broom	balai	BROOM
807	Najamba	ǹjùlû:	n ¹ dʒ u ¹ l uː ⁵¹	broom	balai	BROOM
808	Nanga	ùsìrî	u ¹ s i ¹ r i ⁵¹	broom	balai	BROOM
809	Penange	gè:ní	ɡ eː ¹ n i ⁵	broom	balai	BROOM
810	Perge_Tegu	gè:rú	ɡ eː ¹ r u ⁵	broom	balai	BROOM
811	Songhai_Senni	àdá:zà:	a ¹ d aː ⁵ z aː ¹	bunch of thorny branches tied together (used for sweeping)	faisceau de branches épineuses attachées (utilisé pour balayer)	BROOM
812	Songhai_Kiini	fìsâwà:	f i ¹ s a ⁵¹ w aː ¹	broom	balai	BROOM
813	Tebul_Ure	ìdìlú-ŋgò	i ¹ d i ¹ l u ⁵ + ŋ ɡ o ¹	broom	balai	BROOM
814	Tiranige_Diga	íjílí	i ⁵ dʒ i ⁵ l i ⁵	broom	balai	BROOM
815	Togo_Kan	sɔ́mú-rⁿú	s ɔ ⁵ m u ⁵ + r̃ ∼ u ⁵	broom	balai	BROOM
816	Tommo_So	jòòlú	dʒ oː ¹ l u ⁵	broom	balai	BROOM
817	Toro_Tegu	zètú	z e ¹ t u ⁵	broom	balai	BROOM
818	Yanda_Dom	èzìl	e ¹ z i ¹ l	broom	balai	BROOM
819	Yorno_So	jòbûl	dʒ o ¹ b u ⁵¹ l	broom	balai	BROOM
#
868	Bangime	pē-rò	p e ³ + r o ¹	put down; bury (corpse)	déposer; enterrer (cadavre)	BURY
869	Bankan_Tey	bèsí	b e ¹ s i ⁵	bury (sb)	enterrer (qn)	BURY
870	Ben_Tey	bɛ̀sí	b ɛ ¹ s i ⁵	bury (sb)	enterrer (qn)	BURY
871	Bunoge	díŋgè	d i ⁵ ŋ ɡ e ¹	bury (sb)	enterrer (qn)	BURY
873	Fulfulde	iru-de	i r u + d e	bury (sb)	enterrer (qn)	BURY
875	Jamsay	bèjé	b e ¹ dʒ e ⁵	bury (sb)	enterrer (qn)	BURY
876	Mombo	díŋgé	d i ⁵ ŋ ɡ e ⁵	bury (sb)	enterrer (qn)	BURY
877	Najamba	bèjí	b e ¹ dʒ i ⁵	bury (sb)	enterrer (qn)	BURY
878	Nanga	bɛ̀sí	b ɛ ¹ s i ⁵	bury (sb)	enterrer (qn)	BURY
879	Penange	díŋgé	d i ⁵ ŋ ɡ e ⁵	bury (sb)	enterrer (qn)	BURY
880	Perge_Tegu	bìyⁿɛ́	b i ¹ j ∼ ɛ ⁵	bury (sb)	enterrer (qn)	BURY
881	Songhai_Kiini	fí:	f iː ⁵	bury	enterrer	BURY
882	Songhai_Senni	fí:jí	f iː ⁵ dʒ i ⁵	bury	enterrer	BURY
884	Tebul_Ure	cɛ́ndí	tʃ ɛ ⁵ n d i ⁵	bury (sb)	enterrer (qn)	BURY
885	Tiranige_Diga	béjó	b e ⁵ dʒ o ⁵	bury (sb)	enterrer (qn)	BURY
886	Togo_Kan	bìyɛ́	b i ¹ j ɛ ⁵	bury (sb)	enterrer (qn)	BURY
887	Tommo_So	bòdó	b o ¹ d o ⁵	bury (sb)	enterrer (qn)	BURY
888	Toro_Tegu	bǐw	b i ¹⁵ w	bury (sb)	enterrer (qn)	BURY
889	Yanda_Dom	bèzé	b e ¹ z e ⁵	bury (sb)	enterrer (qn)	BURY
890	Yorno_So	bòjó	b o ¹ dʒ o ⁵	bury (sb)	enterrer (qn)	BURY
#
1029	Bambara	jàkúmá	dʒ a ¹ k u ⁵ m a ⁵	cat	chat	CAT
1030	Bangime	tūwⁿɛ̀ɛ̀	t u ³ w̃ ∼ ɛː ¹	cat	chat	CAT
1031	Bankan_Tey	nùmǎ-m	n u ¹ m a ¹⁵ + m	cat	chat	CAT
1032	Ben_Tey	nì-nìwⁿɛ̌-m	n i ¹ + n i ¹ w̃ ∼ ɛ ¹⁵ + m	cat	chat	CAT
1033	Bunoge	ɲá:lì	ɲ aː ⁵ l i ¹	cat	chat	CAT
1035	Fulfulde	muusuuru	m u u s u u r u	cat	chat	CAT
1037	Jamsay	nì-nìwⁿé	n i ¹ + n i ¹ w̃ ∼ e ⁵	cat	chat	CAT
1038	Jenaama	yòrōgō	j o ¹ r o ³ ɡ o ³	cat	chat	CAT
1039	Mombo	gà:wⁿě	ɡ aː ¹ w̃ ∼ e ¹⁵	cat	chat	CAT
1040	Najamba	gáŋà	ɡ a ⁵ ŋ a ¹	cat	chat	CAT
1041	Nanga	dòndí-yê	d o ¹ n d i ⁵ + j e ⁵¹	cat	chat	CAT
1042	Penange	gà:ⁿ	ɡ ãː ¹ ∼	cat	chat	CAT
1043	Perge_Tegu	nì-nìwⁿé	n i ¹ + n i ¹ w̃ ∼ e ⁵	cat	chat	CAT
1044	Songhai_Senni	hèylò	h e ¹ j l o ¹	cat	chat	CAT
1045	Songhai_Kiini	hàylá	h a ¹ j l a ⁵	cat	chat	CAT
1047	Tebul_Ure	bàlmá	b a ¹ l m a ⁵	cat	chat	CAT
1048	Tiranige_Diga	gà:nà	ɡ aː ¹ n a ¹	cat	chat	CAT
1049	Togo_Kan	dònó	d o ¹ n o ⁵	cat	chat	CAT
1050	Tommo_So	gámmá	ɡ a ⁵ m m a ⁵	cat	chat	CAT
1051	Toro_Tegu	nìwⁿá	n i ¹ w̃ ∼ a ⁵	cat	chat	CAT
1052	Yanda_Dom	gà:ⁿ	ɡ ãː ¹ ∼	cat	chat	CAT
1053	Yorno_So	gámà	ɡ a ⁵ m a ¹	cat	chat	CAT
#
1129	Bambara	syɛ̀	s j ɛ ¹	chest	poule, poulet	CHICKEN
1130	Bangime	sùɥɛ̀	s u ¹ ɥ ɛ ¹	chicken	poulet	CHICKEN
1131	Bankan_Tey	ɛ̀zɛ̂-m	ɛ ¹ z ɛ ¹⁵ + m	chicken	poulet	CHICKEN
1132	Ben_Tey	ɛ̀njɛ̂-m	ɛ ¹ n dʒ ɛ ¹⁵ + m	chicken	poulet	CHICKEN
1133	Bunoge	sí:jà	s iː ⁵ dʒ a ¹	chicken	poulet	CHICKEN
1135	Fulfulde	cofal	tʃ o f a l	chicken	poulet	CHICKEN
1137	Jamsay	ɛ̀ɲɛ́	ɛ ¹ ɲ ɛ ⁵	chicken	poulet	CHICKEN
1138	Jenaama	sàbá	s a ¹ b a ⁵	chicken	poulet	CHICKEN
1139	Mombo	síjà	s i ⁵ dʒ a ¹	chicken	poulet	CHICKEN
1140	Najamba	kòkó-rò	k o ¹ k o ⁵ + r o ¹	chicken	poulet	CHICKEN
1141	Nanga	ɛ̀njɛ̂	ɛ ¹ n dʒ ɛ ¹⁵	chicken	poulet	CHICKEN
1142	Penange	sírgà	s i ⁵ r ɡ a ¹	chicken	poulet	CHICKEN
1143	Perge_Tegu	ɛ̀njɛ́	ɛ ¹ n dʒ ɛ ⁵	chicken	poulet	CHICKEN
1144	Songhai_Kiini	gòŋgò	ɡ o ¹ ŋ ɡ o ¹	chicken, hen	poulet, poule	CHICKEN
1145	Songhai_Senni	gɔ̀ŋgɔ̀	ɡ ɔ ¹ ŋ ɡ ɔ ¹	chicken	poulet	CHICKEN
1147	Tebul_Ure	ɛ̀njɛ́	ɛ ¹ n dʒ ɛ ⁵	chicken	poulet	CHICKEN
1148	Tiranige_Diga	sìjá	s i ¹ dʒ a ⁵	chicken	poulet	CHICKEN
1149	Togo_Kan	kògó	k o ¹ ɡ o ⁵	chicken	poulet	CHICKEN
1150	Tommo_So	ɛ̀njɛ́	ɛ ¹ n dʒ ɛ ⁵	chicken	poulet	CHICKEN
1151	Toro_Tegu	ɛ̀ⁿsá	ɛ̃ ¹ ∼ s a ⁵	chicken	poulet	CHICKEN
1152	Yanda_Dom	ɛ̀dɛ̀	ɛ ¹ d ɛ ¹	chicken	poulet	CHICKEN
1153	Yorno_So	ɛ̀ɲɛ́	ɛ ¹ ɲ ɛ ⁵	chicken	poulet	CHICKEN
#
1158	Bambara	dùgù tígí	d u ¹ ɡ u ¹ _ t i ⁵ ɡ i ⁵	chief	chef de village	CHIEFTAIN
1159	Bangime	dēɡē cɛ̀ⁿ	d e ³ ɡ e ³ _ tʃ ɛ̃ ¹ ∼	chief	chef	CHIEFTAIN
1160	Bankan_Tey	ámbí:rì	a ⁵ m b iː ⁵ r i ¹	chief	chef	CHIEFTAIN
1161	Ben_Tey	ámbí:rù	a ⁵ m b iː ⁵ r u ¹	chief	chef	CHIEFTAIN
1162	Bunoge	ʔàmì:rú	ʔ a ¹ m iː ¹ r u ⁵	chief	chef	CHIEFTAIN
1164	Fulfulde	amiiri	a m i i r i	chief	chef	CHIEFTAIN
1166	Jamsay	ámí:rⁿu	a ⁵ m iː ⁵ r̃ ∼ u	chief	chef	CHIEFTAIN
1167	Jenaama	ŋìyɛ̀wⁿ	ŋ i ¹ j ɛ ¹ w̃ ∼	chief	chef	CHIEFTAIN
1168	Mombo	ámílì	a ⁵ m i ⁵ l i ¹	chief	chef	CHIEFTAIN
1169	Najamba	ámbìrì	a ⁵ m b i ¹ r i ¹	chief	chef	CHIEFTAIN
1170	Nanga	ámbérì	a ⁵ m b e ⁵ r i ¹	chief	chef	CHIEFTAIN
1171	Penange	kó:	k oː ⁵	chief	chef	CHIEFTAIN
1172	Perge_Tegu	ámírù	a ⁵ m i ⁵ r u ¹	chief	chef	CHIEFTAIN
1173	Songhai_Kiini	ʔámí:rì	ʔ a ⁵ m iː ⁵ r i ¹	chief	chef	CHIEFTAIN
1174	Songhai_Senni	àmí:rò	a ¹ m iː ⁵ r o ¹	chief	chef	CHIEFTAIN
1175	Tebul_Ure	ámbírí	a ⁵ m b i ⁵ r i ⁵	chief	chef	CHIEFTAIN
1176	Tiranige_Diga	àmìrí	a ¹ m i ¹ r i ⁵	chief	chef	CHIEFTAIN
1177	Togo_Kan	ámírⁿí	a ⁵ m i ⁵ r̃ ∼ i ⁵	chief	chef	CHIEFTAIN
1178	Tommo_So	pàtrɔ́	p a ¹ t r ɔ ⁵	chief	chef	CHIEFTAIN
1179	Toro_Tegu	kú bàsà	k u ⁵ _ b a ¹ s a ¹	chief	chef	CHIEFTAIN
1180	Yanda_Dom	kó bádù	k o ⁵ _ b a ⁵ d u ¹	chief	chef	CHIEFTAIN
1181	Yorno_So	ámìrù	a ⁵ m i ¹ r u ¹	chief	chef	CHIEFTAIN
#
1185	Bambara	déⁿ	d ẽ ⁵ ∼	child	enfant	CHILD
1186	Bangime	yáámbɛ̀	j aː ⁵ m b ɛ ¹	child	enfant	CHILD
1187	Bankan_Tey	yí-m	j i ⁵ + m	child	enfant	CHILD
1188	Ben_Tey	yí-m	j i ⁵ + m	child	enfant	CHILD
1189	Bunoge	bé	b e ⁵	child	enfant	CHILD
1190	Fulfulde	ɓiɗɗo	ɓ i ɗ ɗ o	child	enfant	CHILD
1192	Jamsay	în	i ⁵¹ n	child	enfant	CHILD
1193	Mombo	wê:	w eː ⁵¹	child	enfant	CHILD
1194	Najamba	èndê:	e ¹ n d eː ⁵¹	child	enfant	CHILD
1195	Nanga	yî:	j iː ⁵¹	child	enfant	CHILD
1196	Penange	wè:	w eː ¹	child	enfant	CHILD
1197	Perge_Tegu	î:ⁿ	ĩː ⁵¹ ∼	child	enfant	CHILD
1198	Songhai_Senni	ʔìzê	ʔ i ¹ z e ⁵¹	child (offspring)	enfant (parenté)	CHILD
1199	Songhai_Kiini	kúwò	k u ⁵ w o ¹	child	enfant	CHILD
1201	Tebul_Ure	ɛ̀dɛ́	ɛ ¹ d ɛ ⁵	child	enfant	CHILD
1202	Tiranige_Diga	bé:	b eː ⁵	child	enfant	CHILD
1203	Togo_Kan	í:ⁿ	ĩː ⁵ ∼	child	enfant	CHILD
1204	Tommo_So	íí	iː ⁵	child	enfant	CHILD
1205	Toro_Tegu	ìrⁿú	i ¹ r̃ ∼ u ⁵	child	enfant	CHILD
1206	Yanda_Dom	ènè	e ¹ n e ¹	child	enfant	CHILD
1207	Yorno_So	î:	iː ⁵¹	child	enfant	CHILD
#
1233	Bangime	pōrò	p o ³ r o ¹	cloud	nuage	CLOUD
1234	Bankan_Tey	nànà: rⁿǎyⁿ	n a ¹ n aː ¹ _ r̃ ∼ a ¹⁵ j ∼	cloud	nuage	CLOUD
1235	Ben_Tey	yàr kùrɔ́	j a ¹ r _ k u ¹ r ɔ ⁵	cloud	nuage	CLOUD
1236	Bunoge	póndù	p o ⁵ n d u ¹	cloud	nuage	CLOUD
1238	Fulfulde	duule-re	d u u l e + r e	cloud	nuage	CLOUD
1240	Jamsay	kùrùwɔ́	k u ¹ r u ¹ w ɔ ⁵	cloud	nuage	CLOUD
1241	Jenaama	pórō	p o ⁵ r o ³	cloud	nuage	CLOUD
1242	Mombo	álè	a ⁵ l e ¹	cloud	nuage	CLOUD
1243	Najamba	kùndà kùndǎ:	k u ¹ n d a ¹ _ k u ¹ n d aː ¹⁵	cloud	nuage	CLOUD
1244	Nanga	yàr kùmùrⁿá	j a ¹ r _ k u ¹ m u ¹ r̃ ∼ a ⁵	cloud	nuage	CLOUD
1245	Penange	àlè	a ¹ l e ¹	cloud	nuage	CLOUD
1246	Perge_Tegu	yàr kù: kúrɔ́	j a ¹ r _ k uː ¹ _ k u ⁵ r ɔ ⁵	cloud	nuage	CLOUD
1247	Songhai_Kiini	búrú	b u ⁵ r u ⁵	cloud	nuage	CLOUD
1248	Songhai_Senni	búró	b u ⁵ r o ⁵	cloud	nuage -idiom: búr-éy dá:bú	CLOUD
1250	Tebul_Ure	àrⁿà kùrbá	a ¹ r̃ ∼ a ¹ _ k u ¹ r b a ⁵	cloud	nuage	CLOUD
1251	Tiranige_Diga	á:ní	aː ⁵ n i ⁵	cloud	nuage	CLOUD
1252	Togo_Kan	kùrù-gɔ́	k u ¹ r u ¹ + ɡ ɔ ⁵	cloud	nuage	CLOUD
1253	Tommo_So	kùlù-m mɔ́	k u ¹ l u ¹ + m _ m ɔ ⁵	cloud	nuage	CLOUD
1254	Toro_Tegu	kùrɔ́	k u ¹ r ɔ ⁵	cloud	nuage	CLOUD
1255	Yanda_Dom	kùrù bàrà	k u ¹ r u ¹ _ b a ¹ r a ¹	cloud	nuage	CLOUD
1256	Yorno_So	kùl mɔ́	k u ¹ l _ m ɔ ⁵	cloud	nuage	CLOUD
#
1260	Bambara	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	cold (n)	froid	COLD
1261	Bangime	ʤím-bō	dʒ i ⁵ m + b o ³	cold, cool	frois, frais	COLD
1262	Bankan_Tey	tâm	t a ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1263	Ben_Tey	tâm	t a ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1264	Bunoge	tòmbò	t o ¹ m b o ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1266	Fulfulde	ɓuuɓol	ɓ u u ɓ o l	cold, cool	frois, frais	COLD
1267	Jamsay	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1268	Jenaama	mù	m u ¹	cold (n)	(le) froid	COLD
1269	Mombo	kéló	k e ⁵ l o ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1270	Najamba	yégè-lè	j e ⁵ ɡ e ¹ + l e ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1271	Nanga	támî	t a ⁵ m i ⁵¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1272	Penange	tàyè	t a ¹ j e ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1273	Perge_Tegu	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1274	Songhai_Senni	hàrgò	h a ¹ r ɡ o ¹	coldness, winter	froid, hiver	COLD
1275	Songhai_Kiini	yéy	j e ⁵ j	be cold	froid	COLD
1277	Tebul_Ure	cé:lè:	tʃ eː ⁵ l eː ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1278	Tiranige_Diga	témú-m	t e ⁵ m u ⁵ + m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1279	Togo_Kan	kélú	k e ⁵ l u ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1280	Tommo_So	yégé-lú	j e ⁵ ɡ e ⁵ + l u ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1281	Toro_Tegu	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1282	Yanda_Dom	kè:zù	k eː ¹ z u ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD
1283	Yorno_So	kâ:l	k aː ⁵¹ l	cold (e.g. water)	froid, frais (eau, etc.)	COLD
#
1337	Bangime	nūɡò	n u ³ ɡ o ¹	cotton	coton	COTTON
1338	Bankan_Tey	nàmú	n a ¹ m u ⁵	cotton	coton	COTTON
1339	Ben_Tey	nà:mbú	n aː ¹ m b u ⁵	cotton	coton	COTTON
1340	Bunoge	kɔ́:ndè	k ɔː n d e ¹	cotton	coton	COTTON
1342	Fulfulde	haabu	h a a b u	cotton	coton	COTTON
1344	Jamsay	nǎ:m	n aː ¹⁵ m	cotton	coton	COTTON
1345	Jenaama	dé	d e ⁵	cotton	coton	COTTON
1346	Mombo	kɔ́:ndí	k ɔː n d i ⁵	cotton	coton	COTTON
1347	Najamba	sá-gò	s a ⁵ + ɡ o ¹	cotton	coton	COTTON
1348	Nanga	nà:mbí	n aː ¹ m b i ⁵	cotton	coton	COTTON
1349	Penange	kɔ́:ndè	k ɔː n d e ¹	cotton	coton	COTTON
1350	Perge_Tegu	nà:mbú	n aː ¹ m b u ⁵	cotton	coton	COTTON
1351	Songhai_Kiini	há:bú	h aː ⁵ b u ⁵	cotton	coton	COTTON
1352	Songhai_Senni	hà:bò	h aː ¹ b o ¹	cotton	coton	COTTON
1353	Tebul_Ure	cɛ̀mdɛ́	tʃ ɛ ¹ m d ɛ ⁵	cotton	coton	COTTON
1354	Tiranige_Diga	kɔ̀:ní	k ɔː ¹ n i ⁵	cotton	coton	COTTON
1355	Togo_Kan	kɔ́nú	k ɔ ⁵ n u ⁵	cotton	coton	COTTON
1356	Tommo_So	kɛ̀ɲɲɛ́	k ɛ ¹ ɲ ɲ ɛ ⁵	cotton	coton	COTTON
1357	Toro_Tegu	nǎm	n a ¹⁵ m	cotton	coton	COTTON
1358	Yanda_Dom	cèɲè	tʃ e ¹ ɲ e ¹	cotton	coton	COTTON
1359	Yorno_So	nàmú	n a ¹ m u ⁵	cotton	coton	COTTON
#
1476	Bambara	sà	s a ¹	die	mourir	DIE
1477	Bangime	yāwɔ̀	j a ³ w ɔ ¹	die	mourir	DIE
1478	Bankan_Tey	tíwɛ́	t i ⁵ w ɛ ⁵	die	mourir	DIE
1479	Ben_Tey	tíwɛ́	t i ⁵ w ɛ ⁵	die	mourir	DIE
1480	Bunoge	dɔ́:wɛ̀	d ɔː w ɛ ¹	die	mourir	DIE
1482	Fulfulde	maay-de	m a a j + d e	die	mourir	DIE
1483	Jamsay	núwⁿó	n u ⁵ w̃ ∼ o ⁵	die	mourir	DIE
1484	Jenaama	wà	w a ¹	die	mourir	DIE
1485	Mombo	máré	m a ⁵ r e ⁵	die	mourir	DIE
1486	Najamba	tíbɛ́	t i ⁵ b ɛ ⁵	die	mourir	DIE
1487	Nanga	túwɛ́	t u ⁵ w ɛ ⁵	die	mourir	DIE
1488	Penange	dɔ́gɛ́	d ɔ ⁵ ɡ ɛ ⁵	die	mourir	DIE
1489	Perge_Tegu	núwⁿó	n u ⁵ w̃ ∼ o ⁵	die	mourir	DIE
1490	Songhai_Kiini	bú:	b uː ⁵	die	mourir, décéde	DIE
1491	Songhai_Senni	bú:	b uː ⁵	die	mourir, décéde	DIE
1493	Tebul_Ure	tíbɛ́	t i ⁵ b ɛ ⁵	die	mourir	DIE
1494	Tiranige_Diga	tíwɔ́	t i ⁵ w ɔ ⁵	die	mourir	DIE
1495	Togo_Kan	nú:	n uː ⁵	die	mourir	DIE
1496	Tommo_So	yímɛ́	j i ⁵ m ɛ ⁵	die	mourir	DIE
1497	Toro_Tegu	núm	n u ⁵ m	die	mourir	DIE
1498	Yanda_Dom	tíbɛ́	t i ⁵ b ɛ ⁵	die	mourir	DIE
1499	Yorno_So	yíwⁿɛ́	j i ⁵ w̃ ∼ ɛ ⁵	die	mourir	DIE
#
1529	Bambara	bàná	b a ¹ n a ⁵	disease, illness	maladie	DISEASE
1530	Bangime	dɛ̀ɡɛ̀	d ɛ ¹ ɡ ɛ ¹	disease, illness	maladie	DISEASE
1531	Bankan_Tey	ɔ̀:rɔ̌-n	ɔː ¹ r ɔ ¹⁵ + n	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1532	Ben_Tey	ɔ̀:rɔ̌-y	ɔː ¹ r ɔ ¹⁵ + j	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1533	Bunoge	ʔúrù	ʔ u ⁵ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1535	Fulfulde	ɲaw	ɲ a w	disease, illness	maladie	DISEASE
1537	Jamsay	sì:ⁿlɛ́	s ĩː ¹ ∼ l ɛ ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1538	Jenaama	wɔ̀bɔ̀	w ɔ ¹ b ɔ ¹	disease, illness	maladie	DISEASE
1539	Mombo	úrù	u ⁵ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1540	Najamba	sà:mǎ-n	s aː ¹ m a ¹⁵ + n	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1541	Nanga	mùrⁿá	m u ¹ r̃ ∼ a ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1542	Penange	ùrù	u ¹ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1543	Perge_Tegu	šì:ná	ʃ iː ¹ n a ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1544	Songhai_Senni	jáŋgórò	dʒ a ⁵ ŋ ɡ o ⁵ r o ¹	illness, physical pain	maladie, douleur corporelle	DISEASE
1545	Songhai_Kiini	záññɔ́:	z a ⁵ ɲ ɲ ɔː	sickness	maladie	DISEASE
1547	Tebul_Ure	dɔ̀rɔ́	d ɔ ¹ r ɔ ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1548	Tiranige_Diga	úrú	u ⁵ r u ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
