# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT
1495	Togo_Kan	nú:	n uː ⁵	die	mourir	DIE
1496	Tommo_So	yímɛ́	j i ⁵ m ɛ ⁵	die	mourir	DIE
1497	Toro_Tegu	núm	n u ⁵ m	die	mourir	DIE
1498	Yanda_Dom	tíbɛ́	t i ⁵ b ɛ ⁵	die	mourir	DIE
1499	Yorno_So	yíwⁿɛ́	j i ⁵ w̃ ∼ ɛ ⁵	die	mourir	DIE
#
1505	Bambara	jaɡa	dʒ a ɡ a	dig	creuser	DIG
1506	Bangime	kììndù	k iː ¹ n d u ¹	dig	creuser	DIG
1507	Bankan_Tey	gàzí	ɡ a ¹ z i ⁵	dig (sth)	creuser (qch)	DIG
1508	Bunoge	gɔ́jɛ̀	ɡ ɔ ⁵ dʒ ɛ ¹	dig (sth)	creuser (qch)	DIG
1510	Fulfulde	asu-de	a s u + d e	dig	creuser	DIG
1512	Jamsay	jǎ:ⁿ	dʒ ãː ¹⁵ ∼	dig (sth)	creuser (qch)	DIG
1513	Jenaama	sàgà	s a ¹ ɡ a ¹	dig	creuser	DIG
1514	Mombo	gánjé	ɡ a ⁵ n dʒ e ⁵	dig (sth)	creuser (qch)	DIG
1515	Najamba	gǔl	ɡ u ¹⁵ l	dig (sth)	creuser (qch)	DIG
1516	Nanga	gànjí	ɡ a ¹ n dʒ i ⁵	dig (sth)	creuser (qch)	DIG
1517	Penange	gájé	ɡ a ⁵ dʒ e ⁵	dig (sth)	creuser (qch)	DIG
1518	Perge_Tegu	gànjá	ɡ a ¹ n dʒ a ⁵	dig	creuser	DIG
1519	Songhai_Senni	fánsí	f a ⁵ n s i ⁵	excavate, dig (well, pit)	creuser (puits, fosse)	DIG
1520	Songhai_Kiini	fánsí	f a ⁵ n s i ⁵	dig	creuser	DIG
1522	Tebul_Ure	gùló	ɡ u ¹ l o ⁵	dig (sth)	creuser (qch)	DIG
1523	Tiranige_Diga	kɔ́lɔ́	k ɔ ⁵ l ɔ ⁵	dig (sth)	creuser (qch)	DIG
1524	Togo_Kan	jǎ:	dʒ aː ¹⁵	dig	creuser	DIG
1525	Tommo_So	gùló	ɡ u ¹ l o ⁵	dig	creuser	DIG
1526	Toro_Tegu	gàsú	ɡ a ¹ s u ⁵	dig (sth)	creuser (qch)	DIG
1527	Yorno_So	gùló	ɡ u ¹ l o ⁵	dig	creuser	DIG
#
1529	Bambara	bàná	b a ¹ n a ⁵	disease, illness	maladie	DISEASE
1530	Bangime	dɛ̀ɡɛ̀	d ɛ ¹ ɡ ɛ ¹	disease, illness	maladie	DISEASE
1531	Bankan_Tey	ɔ̀:rɔ̌-n	ɔː ¹ r ɔ ¹⁵ + n	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1532	Ben_Tey	ɔ̀:rɔ̌-y	ɔː ¹ r ɔ ¹⁵ + j	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1533	Bunoge	ʔúrù	ʔ u ⁵ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1535	Fulfulde	ɲaw	ɲ a w	disease, illness	maladie	DISEASE
1537	Jamsay	sì:ⁿlɛ́	s ĩː ¹ ∼ l ɛ ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1538	Jenaama	wɔ̀bɔ̀	w ɔ ¹ b ɔ ¹	disease, illness	maladie	DISEASE
1539	Mombo	úrù	u ⁵ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1540	Najamba	sà:mǎ-n	s aː ¹ m a ¹⁵ + n	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1541	Nanga	mùrⁿá	m u ¹ r̃ ∼ a ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1542	Penange	ùrù	u ¹ r u ¹	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1543	Perge_Tegu	šì:ná	ʃ iː ¹ n a ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1544	Songhai_Senni	jáŋgórò	dʒ a ⁵ ŋ ɡ o ⁵ r o ¹	illness, physical pain	maladie, douleur corporelle	DISEASE
1545	Songhai_Kiini	záññɔ́:	z a ⁵ ɲ ɲ ɔː	sickness	maladie	DISEASE
1547	Tebul_Ure	dɔ̀rɔ́	d ɔ ¹ r ɔ ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1548	Tiranige_Diga	úrú	u ⁵ r u ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1549	Togo_Kan	nùrⁿú	n u ¹ r̃ ∼ u ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1550	Tommo_So	jím	dʒ i ⁵ m	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1551	Toro_Tegu	lùrɔ́	l u ¹ r ɔ ⁵	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1552	Yanda_Dom	cìŋ	tʃ i ¹ ŋ	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
1553	Yorno_So	jîm	dʒ i ⁵¹ m	disease, sickness, illness (general term)	maladie (mot général)	DISEASE
#
1557	Bambara	táxá-ndí	t a ⁵ x a ⁵ + n d i ⁵	divide, share (sth)	partager ; être partagé	DIVIDE
1558	Bangime	ɡùyɛ̀-ndɛ̀	ɡ u ¹ j ɛ ¹ + n d ɛ ¹	separate; share, divide	séparer; partager, diviser	DIVIDE
1559	Bankan_Tey	kérí-yé	k e ⁵ r i ⁵ + j e ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1560	Ben_Tey	kérí-yé	k e ⁵ r i ⁵ + j e ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1561	Bunoge	gámbá-gè	ɡ a ⁵ m b a ⁵ + ɡ e ¹	divide, share (sth)	diviser, partager (qch)	DIVIDE
1563	Fulfulde	feccu-de	f e tʃ tʃ u + d e	separate; share, divide	séparer; partager, diviser	DIVIDE
1565	Jamsay	gàmà-rⁿá	ɡ a ¹ m a ¹ + r̃ ∼ a ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1566	Mombo	púrú-gè	p u ⁵ r u ⁵ + ɡ e ¹	divide, share (sth)	diviser, partager (qch)	DIVIDE
1567	Najamba	ká:ŋgí-y	k aː ⁵ ŋ ɡ i ⁵ + j	divide, share (sth)	diviser, partager (qch)	DIVIDE
1568	Nanga	kérí-yé	k e ⁵ r i ⁵ + j e ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1569	Penange	wélá-gè	w e ⁵ l a ⁵ + ɡ e ¹	divide, share (sth)	diviser, partager (qch)	DIVIDE
1570	Perge_Tegu	gàm-dá	ɡ a ¹ m + d a ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1571	Songhai_Senni	zèm-nà	z e ¹ m + n a ¹	divide, split up, share	diviser, partager	DIVIDE
1572	Songhai_Kiini	zá:n-dú	z aː ⁵ n + d u ⁵	divide, share (sth)	partager, diviser	DIVIDE
1573	Tebul_Ure	gèrí:	ɡ e ¹ r iː ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1574	Tiranige_Diga	úndú-yó	u ⁵ n d u ⁵ + j o ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1575	Togo_Kan	gàmí-rⁿì	ɡ a ¹ m i ⁵ + r̃ ∼ i ¹	divide, share (sth)	diviser, partager (qch)	DIVIDE
1576	Tommo_So	kábí-lɛ́	k a ⁵ b i ⁵ + l ɛ ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1577	Toro_Tegu	hélú	h e ⁵ l u ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1578	Yanda_Dom	gàmbú-lɛ́	ɡ a ¹ m b u ⁵ + l ɛ ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
1580	Yorno_So	gàmá-lá	ɡ a ¹ m a ⁵ + l a ⁵	divide, share (sth)	diviser, partager (qch)	DIVIDE
#
1584	Bangime	kùrɛ̀ɛ̀	k u ¹ r ɛː ¹	dog	chien	DOG
1585	Bankan_Tey	ǹjèrû-m	n ¹ dʒ e ¹ r u ⁵¹ + m	dog	chien	DOG
1586	Ben_Tey	ìnjɛ̌-m	i ¹ n dʒ ɛ ¹⁵ + m	dog	chien	DOG
1587	Bunoge	ʔínjɛ̀	ʔ i ⁵ n dʒ ɛ ¹	dog	chien	DOG
1589	Fulfulde	bilaaru	b i l a a r u	dog	chien	DOG
1591	Jamsay	ìjú	i ¹ dʒ u ⁵	dog	chien	DOG
1592	Jenaama	kúŋgólō	k u ⁵ ŋ ɡ o ⁵ l o ³	dog	chien	DOG
1593	Mombo	ínjɛ̀	i ⁵ n dʒ ɛ ¹	dog	chien	DOG
1594	Najamba	ŋ̀gwɛ̌:	ŋ ¹ ɡ w ɛː ¹⁵	dog	chien	DOG
1595	Nanga	nɛ̀rⁿî	n ɛ ¹ r̃ ∼ i ⁵¹	dog	chien	DOG
1596	Penange	ŋkɛ̀	ŋ k ɛ ¹	dog	chien	DOG
1597	Perge_Tegu	ìšú	i ¹ ʃ u ⁵	dog	chien	DOG
1598	Songhai_Kiini	hánsì	h a ⁵ n s i ¹	dog	chien	DOG
1599	Songhai_Senni	hánsó	h a ⁵ n s o ⁵	dog	chien	DOG
1600	Tebul_Ure	ìnjɛ̌:	i ¹ n dʒ ɛː ¹⁵	dog	chien	DOG
1601	Tiranige_Diga	í:njɛ́	iː ⁵ n dʒ ɛ ⁵	dog	chien	DOG
1602	Togo_Kan	ìsí	i ¹ s i ⁵	dog	chien	DOG
1603	Tommo_So	ìsé	i ¹ s e ⁵	dog	chien	DOG
1604	Toro_Tegu	nènú	n e ¹ n u ⁵	dog	chien	DOG
1605	Yanda_Dom	ìnjɛ̀	i ¹ n dʒ ɛ ¹	dog	chien	DOG
1606	Yorno_So	ìjú	i ¹ dʒ u ⁵	dog	chien	DOG
#
1611	Bambara	fàlí	f a ¹ l i ⁵	donkey	âne	DONKEY
1612	Bangime	kóróŋɡò	k o ⁵ r o ⁵ ŋ ɡ o ¹	donkey	âne	DONKEY
1613	Bankan_Tey	dúrù-m	d u ⁵ r u ¹ + m	donkey	âne	DONKEY
1614	Ben_Tey	súrú bɔ̀ŋgɔ̂-m	s u ⁵ r u ⁵ _ b ɔ ¹ ŋ ɡ ɔ ⁵¹ + m	donkey	âne	DONKEY
1615	Bunoge	kólómù	k o ⁵ l o ⁵ m u ¹	donkey	âne	DONKEY
1617	Fulfulde	mbabba	m b a b b a	donkey	âne	DONKEY
1619	Jamsay	jàndúrú	dʒ a ¹ n d u ⁵ r u ⁵	donkey	âne	DONKEY
1620	Jenaama	ʃēmp ùwò	ʃ e ³ m p _ u ¹ w o ¹	donkey	âne	DONKEY
1621	Mombo	kɔ́nyɔ̀	k ɔ ⁵ n j ɔ ¹	donkey	âne	DONKEY
1622	Najamba	párŋgá	p a ⁵ r ŋ ɡ a ⁵	donkey	âne	DONKEY
1623	Nanga	súmáŋà	s u ⁵ m a ⁵ ŋ a ¹	donkey	âne	DONKEY
1624	Penange	kòlò kòlò	k o ¹ l o ¹ _ k o ¹ l o ¹	donkey	âne	DONKEY
1625	Perge_Tegu	jàmdúrú	dʒ a ¹ m d u ⁵ r u ⁵	donkey	âne	DONKEY
1626	Songhai_Kiini	fárká	f a ⁵ r k a ⁵	donkey	âne	DONKEY
1627	Songhai_Senni	fàrkò	f a ¹ r k o ¹	donkey	âne	DONKEY
1629	Tebul_Ure	zàmdílè	z a ¹ m d i ⁵ l e ¹	donkey	âne	DONKEY
1630	Tiranige_Diga	kɔ́lɔ́ŋɔ̀	k ɔ ⁵ l ɔ ⁵ ŋ ɔ ¹	donkey	âne	DONKEY
1631	Togo_Kan	jɔ̀ⁿtúrú	dʒ ɔ ¹ ∼ t u ⁵ r u ⁵	donkey	âne	DONKEY
1632	Tommo_So	jàndúlú	dʒ a ¹ n d u ⁵ l u ⁵	donkey	âne	DONKEY
1633	Toro_Tegu	zàndúrú	z a ¹ n d u ⁵ r u ⁵	donkey	âne	DONKEY
1634	Yanda_Dom	zàmdúrú	z a ¹ m d u ⁵ r u ⁵	donkey	âne	DONKEY
1635	Yorno_So	jàmdúl	dʒ a ¹ m d u ⁵ l	donkey	âne	DONKEY
#
1640	Bangime	mìrⁿà	m i ¹ r̃ ∼ a ¹	door (physical object)	battant de porte	DOOR
1641	Bankan_Tey	ta᷈:ⁿ	t aː ¹⁵¹ ∼	door shutter (wooden plank)	battant (de porte)	DOOR
1642	Ben_Tey	ta᷈:ⁿ	t aː ¹⁵¹ ∼	door shutter (wooden plank)	battant (de porte)	DOOR
1643	Bunoge	tá	t a ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1645	Fulfulde	baafal	b a a f a l	door (physical object)	battant de porte	DOOR
1647	Jamsay	cɛ́wɛ́	tʃ ɛ ⁵ w ɛ ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1648	Jenaama	kíbāwⁿ	k i ⁵ b a ³ w̃ ∼	door (physical object)	battant de porte	DOOR
1649	Mombo	bô:ⁿ	b õː ∼	door shutter (wooden plank)	battant (de porte)	DOOR
1650	Najamba	níŋgú:	n i ⁵ ŋ ɡ uː ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1651	Nanga	kìyⁿâ	k i ¹ j ∼ a ⁵¹	door shutter (wooden plank)	battant (de porte)	DOOR
1652	Penange	bòwⁿ	b o ¹ w̃ ∼	door shutter (wooden plank)	battant (de porte)	DOOR
1653	Perge_Tegu	cíŋgɛ̀	tʃ i ⁵ ŋ ɡ ɛ ¹	door shutter (wooden plank)	battant (de porte)	DOOR
1654	Songhai_Kiini	gàmpù	ɡ a ¹ m p u ¹	door shutter (wooden plank)	battant (de porte)	DOOR
1655	Songhai_Senni	hó:míyò	h oː ⁵ m i ⁵ j o ¹	doorway, entrance (of house)	porte, entrée (d’une maison)	DOOR
1656	Tebul_Ure	káŋgá	k a ⁵ ŋ ɡ a ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1657	Tiranige_Diga	bówⁿ	b o ⁵ w̃ ∼	door shutter (wooden plank)	battant (de porte)	DOOR
1658	Togo_Kan	kɛ́wɛ́	k ɛ ⁵ w ɛ ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1659	Tommo_So	táá	t aː ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1660	Toro_Tegu	gá:mú	ɡ aː ⁵ m u ⁵	door shutter (wooden plank)	battant (de porte)	DOOR
1661	Yanda_Dom	sáŋ	s a ⁵ ŋ	door shutter (wooden plank)	battant (de porte)	DOOR
1662	Yorno_So	tǎ:ⁿ	t ãː ¹⁵ ∼	door shutter (wooden plank)	battant (de porte)	DOOR
#
1667	Bambara	kwee	k w e e	pigeon (domestic)	pigeon, tourterelle	DOVE
1668	Bangime	wúúrɛ̀	w uː ⁵ r ɛ ¹	pigeon	pigeon	DOVE
1669	Bankan_Tey	tùrùsû-m	t u ¹ r u ¹ s u ⁵¹ + m	pigeon (domestic)	pigeon (domestic)	DOVE
1670	Ben_Tey	gɔ᷈:ⁿm	ɡ ɔ̃ː ¹⁵¹ ∼ m	pigeon (domestic)	pigeon (domestic)	DOVE
1671	Bunoge	kùnɛ̀ kúnɛ́ sǎ:mbà	k u ¹ n ɛ ¹ _ k u ⁵ n ɛ ⁵ _ s aː ¹⁵ m b a ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1673	Fulfulde	foondu maraandu	f o o n d u _ m a r a a n d u	pigeon	pigeon	DOVE
1674	Jamsay	gúmbà	ɡ u ⁵ m b a ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1675	Jenaama	pùlèŋ kūwōⁿ	p u ¹ l e ¹ ŋ _ k u ³ w o ∼ ³	laughing dove	tourterelle maillée	DOVE
1676	Mombo	dèbù gúmbá gúmbà	d e ¹ b u ¹ _ ɡ u ⁵ m b a ⁵ _ ɡ u ⁵ m b a ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1677	Najamba	gùrmbâ:	ɡ u ¹ r m b aː ⁵¹	pigeon (domestic)	pigeon (domestic)	DOVE
1678	Nanga	jà:mbá	dʒ aː ¹ m b a ⁵	pigeon (domestic)	pigeon (domestic)	DOVE
1679	Penange	pól málá:-ndì	p o ⁵ l _ m a ⁵ l aː ⁵ + n d i ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1680	Perge_Tegu	kà kásà	k a ¹ _ k a ⁵ s a ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1681	Songhai_Kiini	kóŋɡéy	k o ⁵ ŋ ɡ e ⁵ j	pigeon	pigeon	DOVE
1682	Songhai_Senni	kòŋgù	k o ¹ ŋ ɡ u ¹	pigeon	pigeon	DOVE
1683	Tebul_Ure	kágádá	k a ⁵ ɡ a ⁵ d a ⁵	pigeon (domestic)	pigeon (domestic)	DOVE
1684	Tiranige_Diga	gùlùmbá	ɡ u ¹ l u ¹ m b a ⁵	pigeon (domestic)	pigeon (domestic)	DOVE
1685	Togo_Kan	pèlè gúmó	p e ¹ l e ¹ _ ɡ u ⁵ m o ⁵	pigeon (domestic)	pigeon (domestic)	DOVE
1686	Tommo_So	gùrùmbáá	ɡ u ¹ r u ¹ m b aː ⁵	pigeon (domestic)	pigeon (domestic)	DOVE
1687	Toro_Tegu	tùsû-m	t u ¹ s u ⁵¹ + m	pigeon (domestic)	pigeon (domestic)	DOVE
1688	Yanda_Dom	gùlúmbà	ɡ u ¹ l u ⁵ m b a ¹	pigeon (domestic)	pigeon (domestic)	DOVE
1689	Yorno_So	gùrùmâ:	ɡ u ¹ r u ¹ m aː ⁵¹	pigeon (domestic)	pigeon (domestic)	DOVE
#
1693	Bambara	míⁿ	m ĩ ⁵ ∼	drink	boire	DRINK
1694	Bangime	ŋìyⁿɛ̀-rɛ̀	ŋ i ¹ j ∼ ɛ ¹ + r ɛ ¹	drink; (baby) suckle	boire; (enfant) téter	DRINK
1695	Bankan_Tey	nɔ́	n ɔ ⁵	drink	boire	DRINK
1696	Ben_Tey	nɔ̌	n ɔ ¹⁵	drink (sth)	boire (qch)	DRINK
1697	Bunoge	nɛ̂:	n ɛː ⁵¹	drink (sth)	boire (qch)	DRINK
1698	Fulfulde	yaru-de	j a r u + d e	drink	boire	DRINK
1699	Jamsay	nɔ̌:	n ɔː ¹⁵	drink	boire	DRINK
1700	Jenaama	āmɛ̀wⁿ	a ³ m ɛ ¹ w̃ ∼	drink	boire	DRINK
1701	Mombo	nyɛ́:	n j ɛː ⁵	drink (sth)	boire (qch)	DRINK
1702	Najamba	nɛ́	n ɛ ⁵	drink	boire	DRINK
1703	Nanga	nɔ̌:	n ɔː ¹⁵	drink (sth)	boire (qch)	DRINK
1704	Songhai_Kiini	hǎŋ	h a ¹⁵ ŋ	drink	boire	DRINK
1705	Penange	nɛ́:	n ɛː ⁵	drink (sth)	boire (qch)	DRINK
1706	Perge_Tegu	nɛ̌:	n ɛː ¹⁵	drink	boire	DRINK
1707	Songhai_Senni	sémbú	s e ⁵ m b u ⁵	drink (milk, millet cream, etc.) diluted with water	boire (lait, crème de mil, etc.) dilué avec de l’eau	DRINK
1709	Tebul_Ure	ɲɛ́	ɲ ɛ ⁵	drink (sth)	boire (qch)	DRINK
1710	Tiranige_Diga	ɲɔ́:	ɲ ɔː	drink (sth)	boire (qch)	DRINK
1711	Togo_Kan	nɔ̌:	n ɔː ¹⁵	drink	boire	DRINK
1712	Tommo_So	nɔ́ɔ́	n ɔː ⁵	drink (sth)	boire (qch)	DRINK
1713	Toro_Tegu	ní	n i ⁵	drink (sth)	boire (qch)	DRINK
1714	Yanda_Dom	nìyⁿɛ́	n i ¹ j ∼ ɛ ⁵	drink (sth)	boire (qch)	DRINK
1715	Yorno_So	nɔ̌:	n ɔː ¹⁵	drink (sth)	boire (qch)	DRINK
#
1721	Bambara	tóní	t o ⁵ n i ⁵	(water) drip	(eau) goutter	DRIP (FALL IN GLOBULES)
1722	Bangime	bīlà	b i ³ l a ¹	(water) drip	(eau) goutter	DRIP (FALL IN GLOBULES)
1723	Bankan_Tey	téké	t e ⁵ k e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1724	Ben_Tey	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1725	Bunoge	tɛ́gɛ̀	t ɛ ⁵ ɡ ɛ ¹	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1727	Fulfulde	si'u-de	s i ʔⁿ u + d e	(water) drip	(eau) goutter	DRIP (FALL IN GLOBULES)
1729	Jamsay	lém lém bàɣá	l e ⁵ m _ l e ⁵ m _ b a ¹ ɣ a ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1730	Mombo	sólé	s o ⁵ l e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1731	Najamba	tégí	t e ⁵ ɡ i ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1732	Nanga	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1733	Penange	dégé	d e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1734	Perge_Tegu	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1735	Songhai_Senni	lótí	l o ⁵ t i ⁵	(liquid) drip	(gouttes) tomber	DRIP (FALL IN GLOBULES)
1736	Tebul_Ure	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1737	Tiranige_Diga	dégó	d e ⁵ ɡ o ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1738	Togo_Kan	léwé	l e ⁵ w e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1739	Tommo_So	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1740	Toro_Tegu	lékú-rú	l e ⁵ k u ⁵ + r u ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1741	Yanda_Dom	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
1743	Yorno_So	tégé	t e ⁵ ɡ e ⁵	(liquid) drip (one drop at a time)	(liquide) goutter (goutte par goutte)	DRIP (FALL IN GLOBULES)
#
1767	Bangime	kúrí	k u ⁵ r i ⁵	dust	poussière	DUST
1768	Bankan_Tey	kɔ̀ kɔ̀rɔ̌-y	k ɔ ¹ _ k ɔ ¹ r ɔ ¹⁵ + j	dust	poussière	DUST
1769	Ben_Tey	kù kɔ̀rɔ̌-y	k u ¹ _ k ɔ ¹ r ɔ ¹⁵ + j	dust	poussière	DUST
1770	Bunoge	kùlɛ́ŋ kùlɛ̀	k u ¹ l ɛ ⁵ ŋ _ k u ¹ l ɛ ¹	dust	poussière	DUST
1772	Fulfulde	collal	tʃ o l l a l	dust	poussière	DUST
1774	Jamsay	kɔ́ŋɔ̀	k ɔ ⁵ ŋ ɔ ¹	dust	poussière	DUST
1775	Jenaama	cɔ̄llɔ̀	tʃ ɔ ³ l l ɔ ¹	dust	poussière	DUST
1776	Mombo	kúndálè	k u ⁵ n d a ⁵ l e ¹	dust	poussière	DUST
1777	Najamba	kùlɛ̀ kúlɛ̀-ŋgò	k u ¹ l ɛ ¹ _ k u ⁵ l ɛ ¹ + ŋ ɡ o ¹	dust	poussière	DUST
1778	Nanga	kɔ́ŋgɔ̀	k ɔ ⁵ ŋ ɡ ɔ ¹	dust	poussière	DUST
1779	Penange	kùndàlè	k u ¹ n d a ¹ l e ¹	dust	poussière	DUST
1780	Perge_Tegu	kɔ́ŋgɔ̀	k ɔ ⁵ ŋ ɡ ɔ ¹	dust	poussière	DUST
1781	Songhai_Senni	kùsúwò	k u ¹ s u ⁵ w o ¹	dust	poussière	DUST
1782	Songhai_Kiini	kúsôw	k u ⁵ s o ⁵¹ w	dust	poussière	DUST
1784	Tebul_Ure	kɔ́ŋgú	k ɔ ⁵ ŋ ɡ u ⁵	dust	poussière	DUST
1785	Tiranige_Diga	kòŋgò	k o ¹ ŋ ɡ o ¹	dust	poussière	DUST
1786	Togo_Kan	pùrùgíⁿ	p u ¹ r u ¹ ɡ ĩ ⁵ ∼	dust	poussière	DUST
1787	Tommo_So	úg gúnnɔ́	u ⁵ ɡ _ ɡ u ⁵ n n ɔ ⁵	dust	poussière	DUST
1788	Toro_Tegu	kúsò	k u ⁵ s o ¹	dust	poussière	DUST
1789	Yanda_Dom	úrⁿá	u ⁵ r̃ ∼ a ⁵	dust	poussière	DUST
1790	Yorno_So	kɔ́ŋɔ̀	k ɔ ⁵ ŋ ɔ ¹	dust	poussière	DUST
#
1794	Bambara	túló	t u ⁵ l o ⁵	ear	oreille	EAR
1795	Bangime	tàŋà	t a ¹ ŋ a ¹	ear	oreille	EAR
1796	Bankan_Tey	sûn	s u ⁵¹ n	ear	oreille	EAR
1797	Ben_Tey	sú:rⁿù	s uː ⁵ r̃ ∼ u ¹	ear	oreille	EAR
1798	Bunoge	sùgùlè	s u ¹ ɡ u ¹ l e ¹	ear	oreille	EAR
1799	Fulfulde	nowru	n o w r u	ear	oreille	EAR
1801	Jamsay	sûn	s u ⁵¹ n	ear	oreille	EAR
1802	Jenaama	túwɔ́ lɛ̄wⁿ	t u ⁵ w ɔ ⁵ _ l ɛ ³ w̃ ∼	ear	oreille	EAR
1803	Mombo	súgúlí	s u ⁵ ɡ u ⁵ l i ⁵	ear	oreille	EAR
1804	Najamba	súnù:	s u ⁵ n uː ¹	ear	oreille	EAR
1805	Nanga	súŋúrⁿì	s u ⁵ ŋ u ⁵ r̃ ∼ i ¹	ear	oreille	EAR
1806	Penange	súgúlyè	s u ⁵ ɡ u ⁵ l j e ¹	ear	oreille	EAR
1807	Perge_Tegu	súŋúrⁿù	s u ⁵ ŋ u ⁵ r̃ ∼ u ¹	ear	oreille	EAR
1808	Songhai_Senni	hàɲê	h a ¹ ɲ e ⁵¹	ear	oreille	EAR
1809	Songhai_Kiini	hàyⁿɛ̂	h a ¹ j ∼ ɛ ¹⁵	ear	oreille	EAR
1811	Tebul_Ure	súrⁿó	s u ⁵ r̃ ∼ o ⁵	ear	oreille	EAR
1812	Tiranige_Diga	sùŋùnù	s u ¹ ŋ u ¹ n u ¹	ear	oreille	EAR
1813	Togo_Kan	súgúrú	s u ⁵ ɡ u ⁵ r u ⁵	ear	oreille	EAR
1814	Tommo_So	súgúlú	s u ⁵ ɡ u ⁵ l u ⁵	ear	oreille	EAR
1815	Toro_Tegu	súgúrú	s u ⁵ ɡ u ⁵ r u ⁵	ear	oreille	EAR
1816	Yanda_Dom	sún	s u ⁵ n	ear	oreille	EAR
1817	Yorno_So	súgùrù	s u ⁵ ɡ u ¹ r u ¹	ear	oreille	EAR
#
1822	Bambara	dúⁿ	d ũ ⁵ ∼	eat	manger	EAT
1823	Bangime	dīyà	d i ³ j a ¹	eat	manger	EAT
1824	Bankan_Tey	ɲɛ́	ɲ ɛ ⁵	eat	manger	EAT
