# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
1244	Nanga	yàr kùmùrⁿá	j a ¹ r _ k u ¹ m u ¹ r̃ ∼ a ⁵	cloud	nuage	CLOUD	6 7 8 5 9 1 7 8 4 7 8 5 4 7 8	AXTN_AXTBYTMBYT	JA6R_KY6MY6R9A6	11	11.J.C 11.A.V 11.6.T 11.R.c 11._._ 11.K.C 11.Y.V 11.6.T 11.M.C 11.Y.V 11.6.T 11.R.c 11.9.C 11.A.V 11.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0	488	314
1245	Penange	àlè	a ¹ l e ¹	cloud	nuage	CLOUD	7 8 5 7 8	XTBYT	A6LE6	12	12.A.V 12.6.T 12.L.C 12.E.V 12.6.T	3.0 1.0 1.3 3.0 1.0	0	493	317
1246	Perge_Tegu	yàr kù: kúrɔ́	j a ¹ r _ k uː ¹ _ k u ⁵ r ɔ ⁵	cloud	nuage	CLOUD	6 7 8 5 9 1 7 8 9 1 7 8 5 7 8	AXTN_AXT_AXTBYT	JA6R_KY6_KY6RU6	13	13.J.C 13.A.V 13.6.T 13.R.c 13._._ 13.K.C 13.Y.V 13.6.T 13._._ 13.K.C 13.Y.V 13.6.T 13.R.C 13.U.V 13.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	488	314
1247	Songhai_Kiini	búrú	b u ⁵ r u ⁵	cloud	nuage	CLOUD	1 7 8 5 7 8	AXTBYT	PY6RY6	14	14.P.C 14.Y.V 14.6.T 14.R.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	486	312
1248	Songhai_Senni	búró	b u ⁵ r o ⁵	cloud	nuage -idiom: búr-éy dá:bú	CLOUD	1 7 8 5 7 8	AXTBYT	PY6RU6	15	15.P.C 15.Y.V 15.6.T 15.R.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	486	312
1250	Tebul_Ure	àrⁿà kùrbá	a ¹ r̃ ∼ a ¹ _ k u ¹ r b a ⁵	cloud	nuage	CLOUD	7 8 5 4 7 8 9 1 7 8 5 1 7 8	XTMBYT_AXTMBYT	A6R9A6_KY6RPA6	16	16.A.V 16.6.T 16.R.c 16.9.C 16.A.V 16.6.T 16._._ 16.K.C 16.Y.V 16.6.T 16.R.c 16.P.C 16.A.V 16.6.T	3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	500	319
1251	Tiranige_Diga	á:ní	aː ⁵ n i ⁵	cloud	nuage	CLOUD	7 8 4 7 8	XTBYT	A6NI6	17	17.A.V 17.6.T 17.N.C 17.I.V 17.6.T	3.0 1.0 1.3 3.0 1.0	0	501	320
1252	Togo_Kan	kùrù-gɔ́	k u ¹ r u ¹ + ɡ ɔ ⁵	cloud	nuage	CLOUD	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	KY6RY6_KU6	18	18.K.C 18.Y.V 18.6.T 18.R.C 18.Y.V 18.6.T 18._._ 18.K.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	486	321
1253	Tommo_So	kùlù-m mɔ́	k u ¹ l u ¹ + m _ m ɔ ⁵	cloud	nuage	CLOUD	1 7 8 5 7 8 9 4 9 4 7 8	AXTBYT_A_AXT	KY6LY6_M_MU6	19	19.K.C 19.Y.V 19.6.T 19.L.C 19.Y.V 19.6.T 19._._ 19.M.C 19._._ 19.M.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 0.0 1.6 3.0 1.0	0	503	321
1254	Toro_Tegu	kùrɔ́	k u ¹ r ɔ ⁵	cloud	nuage	CLOUD	1 7 8 5 7 8	AXTBYT	KY6RU6	20	20.K.C 20.Y.V 20.6.T 20.R.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	486	312
1255	Yanda_Dom	kùrù bàrà	k u ¹ r u ¹ _ b a ¹ r a ¹	cloud	nuage	CLOUD	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KY6RY6_PA6RA6	21	21.K.C 21.Y.V 21.6.T 21.R.C 21.Y.V 21.6.T 21._._ 21.P.C 21.A.V 21.6.T 21.R.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	486	321
1256	Yorno_So	kùl mɔ́	k u ¹ l _ m ɔ ⁵	cloud	nuage	CLOUD	1 7 8 5 9 4 7 8	AXTN_AXT	KY6L_MU6	22	22.K.C 22.Y.V 22.6.T 22.L.c 22._._ 22.M.C 22.U.V 22.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0	503	321
#
1260	Bambara	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	cold (n)	froid	COLD	4 7 8 4 7 8	AXTBYT	NE6NE6	1	1.N.C 1.E.V 1.6.T 1.N.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	504	322
1261	Bangime	ʤím-bō	dʒ i ⁵ m + b o ³	cold, cool	frois, frais	COLD	1 7 8 4 9 1 7 8	AXTN_AXT	TI6M_PU6	2	2.T.C 2.I.V 2.6.T 2.M.c 2._._ 2.P.C 2.U.V 2.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0	505	323
1262	Bankan_Tey	tâm	t a ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4	AXTN	TA3M	3	3.T.C 3.A.V 3.3.T 3.M.c	1.6 3.0 1.0 0.5	0	505	324
1263	Ben_Tey	tâm	t a ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4	AXTN	TA3M	4	4.T.C 4.A.V 4.3.T 4.M.c	1.6 3.0 1.0 0.5	0	505	324
1264	Bunoge	tòmbò	t o ¹ m b o ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4 1 7 8	AXTMBYT	TU6MPU6	5	5.T.C 5.U.V 5.6.T 5.M.c 5.P.C 5.U.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	505	325
1266	Fulfulde	ɓuuɓol	ɓ u u ɓ o l	cold, cool	frois, frais	COLD	1 7 7 1 7 5	AXYBYN	PYYPUL	6	6.P.C 6.Y.V 6.Y.V 6.P.C 6.U.V 6.L.c	2.0 1.5 1.3 1.75 1.3 0.8	0	509	326
1267	Jamsay	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4	AXTN	TU3M	7	7.T.C 7.U.V 7.3.T 7.M.c	1.6 3.0 1.0 0.5	0	505	324
1268	Jenaama	mù	m u ¹	cold (n)	(le) froid	COLD	4 7 8	AXT	MY6	8	8.M.C 8.Y.V 8.6.T	1.6 3.0 1.0	0	511	327
1269	Mombo	kéló	k e ⁵ l o ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 5 7 8	AXTBYT	KE6LU6	9	9.K.C 9.E.V 9.6.T 9.L.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	512	328
1270	Najamba	yégè-lè	j e ⁵ ɡ e ¹ + l e ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	6 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	JE6KE6_LE6	10	10.J.C 10.E.V 10.6.T 10.K.C 10.E.V 10.6.T 10._._ 10.L.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	513	329
1271	Nanga	támî	t a ⁵ m i ⁵¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4 7 8	AXTBYT	TA6MI3	11	11.T.C 11.A.V 11.6.T 11.M.C 11.I.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0	505	328
1272	Penange	tàyè	t a ¹ j e ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 6 7 8	AXTBYT	TA6JE6	12	12.T.C 12.A.V 12.6.T 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	515	328
1273	Perge_Tegu	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4	AXTN	TU3M	13	13.T.C 13.U.V 13.3.T 13.M.c	1.6 3.0 1.0 0.5	0	505	324
1274	Songhai_Senni	hàrgò	h a ¹ r ɡ o ¹	coldness, winter	froid, hiver	COLD	3 7 8 5 1 7 8	AXTMBYT	HA6RKU6	15	15.H.C 15.A.V 15.6.T 15.R.c 15.K.C 15.U.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	518	331
1275	Songhai_Kiini	yéy	j e ⁵ j	be cold	froid	COLD	6 7 8 6	AXTN	JE6J	14	14.J.C 14.E.V 14.6.T 14.J.c	1.6 3.0 1.0 0.5	0	517	330
1277	Tebul_Ure	cé:lè:	tʃ eː ⁵ l eː ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 5 7 8	AXTBYT	TE6LE6	16	16.T.C 16.E.V 16.6.T 16.L.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	515	328
1278	Tiranige_Diga	témú-m	t e ⁵ m u ⁵ + m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4 7 8 9 4	AXTBYT_A	TE6MY6_M	17	17.T.C 17.E.V 17.6.T 17.M.C 17.Y.V 17.6.T 17._._ 17.M.C	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	505	332
1279	Togo_Kan	kélú	k e ⁵ l u ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 5 7 8	AXTBYT	KE6LY6	18	18.K.C 18.E.V 18.6.T 18.L.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	512	328
1280	Tommo_So	yégé-lú	j e ⁵ ɡ e ⁵ + l u ⁵	cold (e.g. water)	froid, frais (eau, etc.)	COLD	6 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	JE6KE6_LY6	19	19.J.C 19.E.V 19.6.T 19.K.C 19.E.V 19.6.T 19._._ 19.L.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	513	329
1281	Toro_Tegu	tôm	t o ⁵¹ m	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 4	AXTN	TU3M	20	20.T.C 20.U.V 20.3.T 20.M.c	1.6 3.0 1.0 0.5	0	505	324
1282	Yanda_Dom	kè:zù	k eː ¹ z u ¹	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 3 7 8	AXTBYT	KE6SY6	21	21.K.C 21.E.V 21.6.T 21.S.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	512	333
1283	Yorno_So	kâ:l	k aː ⁵¹ l	cold (e.g. water)	froid, frais (eau, etc.)	COLD	1 7 8 5	AXTN	KA3L	22	22.K.C 22.A.V 22.3.T 22.L.c	1.6 3.0 1.0 0.5	0	512	334
#
1287	Bambara	nà	n a ¹	come	venir	COME	4 7 8	AXT	NA6	1	1.N.C 1.A.V 1.6.T	1.6 3.0 1.0	0	519	335
1288	Bangime	nōò	n oː ³¹	come	venir	COME	4 7 8	AXT	NU3	2	2.N.C 2.U.V 2.3.T	1.6 3.0 1.0	0	519	336
1289	Bankan_Tey	wɔ́	w ɔ ⁵	come	venir	COME	6 7 8	AXT	WU6	3	3.W.C 3.U.V 3.6.T	1.6 3.0 1.0	0	521	337
1290	Ben_Tey	yɛ̌	j ɛ ¹⁵	come	venir	COME	6 7 8	AXT	JE2	4	4.J.C 4.E.V 4.2.T	1.6 3.0 1.0	0	522	338
1291	Bunoge	ʔé-gè	ʔ e ⁵ + ɡ e ¹	come	venir	COME	1 7 8 9 1 7 8	AXT_AXT	HE6_KE6	5	5.H.C 5.E.V 5.6.T 5._._ 5.K.C 5.E.V 5.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	523	339
1292	Fulfulde	waru-de	w a r u + d e	come	venir	COME	6 7 5 7 9 1 7	AXBZ_AX	WARY_TE	6	6.W.C 6.A.V 6.R.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	524	340
1294	Jamsay	yɛ̀-rɛ́	j ɛ ¹ + r ɛ ⁵	come	venir	COME	6 7 8 9 5 7 8	AXT_AXT	JE6_RE6	7	7.J.C 7.E.V 7.6.T 7._._ 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	522	341
1295	Jenaama	bē	b e ³	come	venir	COME	1 7 8	AXT	PE6	8	8.P.C 8.E.V 8.6.T	1.6 3.0 1.0	0	526	342
1296	Mombo	é-gé	e ⁵ + ɡ e ⁵	come	venir	COME	7 8 9 1 7 8	XT_AXT	E6_KE6	9	9.E.V 9.6.T 9._._ 9.K.C 9.E.V 9.6.T	3.0 1.0 0.0 1.6 3.0 1.0	0	523	339
1297	Najamba	wé	w e ⁵	come	venir	COME	6 7 8	AXT	WE6	10	10.W.C 10.E.V 10.6.T	1.6 3.0 1.0	0	521	337
1298	Nanga	yě:	j eː ¹⁵	come	venir	COME	6 7 8	AXT	JE2	11	11.J.C 11.E.V 11.2.T	1.6 3.0 1.0	0	522	338
1299	Perge_Tegu	wǎ:	w aː ¹⁵	come	venir	COME	6 7 8	AXT	WA2	13	13.W.C 13.A.V 13.2.T	1.6 3.0 1.0	0	521	337
1300	Songhai_Senni	kà	k a ¹	come, arrive (here)	venir, arriver (ici)	COME	1 7 8	AXT	KA6	15	15.K.C 15.A.V 15.6.T	1.6 3.0 1.0	0	531	343
1301	Songhai_Kiini	kà:	k aː ¹	come	venir	COME	1 7 8	AXT	KA6	14	14.K.C 14.A.V 14.6.T	1.6 3.0 1.0	0	531	343
1302	Tebul_Ure	wɔ̌:	w ɔː ¹⁵	come	venir	COME	6 7 8	AXT	WU2	16	16.W.C 16.U.V 16.2.T	1.6 3.0 1.0	0	521	337
1303	Tiranige_Diga	yó-gó	j o ⁵ + ɡ o ⁵	come	venir	COME	6 7 8 9 1 7 8	AXT_AXT	JU6_KU6	17	17.J.C 17.U.V 17.6.T 17._._ 17.K.C 17.U.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	523	339
1304	Togo_Kan	yɛ̀-rɛ́	j ɛ ¹ + r ɛ ⁵	come	venir	COME	6 7 8 9 5 7 8	AXT_AXT	JE6_RE6	18	18.J.C 18.E.V 18.6.T 18._._ 18.R.C 18.E.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	522	341
1305	Tommo_So	yɛ̀-lɛ́	j ɛ ¹ + l ɛ ⁵	come	venir	COME	6 7 8 9 5 7 8	AXT_AXT	JE6_LE6	19	19.J.C 19.E.V 19.6.T 19._._ 19.L.C 19.E.V 19.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	522	341
1306	Toro_Tegu	yè-rú	j e ¹ + r u ⁵	come	venir	COME	6 7 8 9 5 7 8	AXT_AXT	JE6_RY6	20	20.J.C 20.E.V 20.6.T 20._._ 20.R.C 20.Y.V 20.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	522	341
1307	Yanda_Dom	wó	w o ⁵	come	venir	COME	6 7 8	AXT	WU6	21	21.W.C 21.U.V 21.6.T	1.6 3.0 1.0	0	521	337
1308	Yorno_So	wɛ̀-lɛ́	w ɛ ¹ + l ɛ ⁵	come	venir	COME	6 7 8 9 5 7 8	AXT_AXT	WE6_LE6	22	22.W.C 22.E.V 22.6.T 22._._ 22.L.C 22.E.V 22.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	521	337
#
1313	Bambara	sègíⁿ	s e ¹ ɡ ĩ ⁵ ∼	come back	revenir, rentrer, redevenir	COME BACK	3 7 8 1 7 8 4	AXTBYTN	SE6KI69	1	1.S.C 1.E.V 1.6.T 1.K.C 1.I.V 1.6.T 1.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	532	344
1314	Bangime	kɔ̄rɔ̀-ŋkì	k ɔ ³ r ɔ ¹ + ŋ k i ¹	go back, return	retourner	COME BACK	1 7 8 5 7 8 9 4 1 7 8	AXTBYT_ACYT	KU6RU6_NKI6	2	2.K.C 2.U.V 2.6.T 2.R.C 2.U.V 2.6.T 2._._ 2.N.C 2.K.C 2.I.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	533	345
1315	Bankan_Tey	bìrí-yé	b i ¹ r i ⁵ + j e ⁵	go back, return	retourner	COME BACK	1 7 8 5 7 8 9 6 7 8	AXTBYT_AXT	PI6RI6_JE6	3	3.P.C 3.I.V 3.6.T 3.R.C 3.I.V 3.6.T 3._._ 3.J.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	534	346
1316	Ben_Tey	píní-wⁿú	p i ⁵ n i ⁵ + w̃ ∼ u ⁵	go back, return	retourner	COME BACK	1 7 8 4 7 8 9 6 4 7 8	AXTBYT_ACYT	PI6NI6_W9Y6	4	4.P.C 4.I.V 4.6.T 4.N.C 4.I.V 4.6.T 4._._ 4.W.C 4.9.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	534	346
1317	Bunoge	bíjí-lè	b i ⁵ dʒ i ⁵ + l e ¹	go back, return	retourner	COME BACK	1 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	PI6TI6_LE6	5	5.P.C 5.I.V 5.6.T 5.T.C 5.I.V 5.6.T 5._._ 5.L.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	536	347
1319	Fulfulde	wirfu-de	w i r f u + d e	go back, return	retourner	COME BACK	6 7 5 3 7 9 1 7	AXMBZ_AX	WIRBY_TE	6	6.W.C 6.I.V 6.R.c 6.B.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	537	348
1320	Jamsay	pílí-wé	p i ⁵ l i ⁵ + w e ⁵	go back, return	retourner	COME BACK	1 7 8 5 7 8 9 6 7 8	AXTBYT_AXT	PI6LI6_WE6	7	7.P.C 7.I.V 7.6.T 7.L.C 7.I.V 7.6.T 7._._ 7.W.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	534	346
1321	Jenaama	mbēwⁿ	m b e ³ w̃ ∼	go back, return	retourner	COME BACK	4 1 7 8 6 4	ACYTLN	MPE6W9	8	8.M.C 8.P.C 8.E.V 8.6.T 8.W.c 8.9.c	1.6 1.2 3.0 1.0 1.1 0.5	0	539	349
1322	Mombo	kóndé	k o ⁵ n d e ⁵	go back, return	retourner	COME BACK	1 7 8 4 1 7 8	AXTMBYT	KU6NTE6	9	9.K.C 9.U.V 9.6.T 9.N.c 9.T.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	540	350
1323	Najamba	màmílí-yɛ́	m a ¹ m i ⁵ l i ⁵ + j ɛ ⁵	go back, return	retourner	COME BACK	4 7 8 4 7 8 5 7 8 9 6 7 8	AXTBYTBYT_AXT	MA6MI6LI6_JE6	10	10.M.C 10.A.V 10.6.T 10.M.C 10.I.V 10.6.T 10.L.C 10.I.V 10.6.T 10._._ 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	541	346
1324	Nanga	bìndé	b i ¹ n d e ⁵	go back, return	retourner	COME BACK	1 7 8 4 1 7 8	AXTMBYT	PI6NTE6	11	11.P.C 11.I.V 11.6.T 11.N.c 11.T.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	540	351
1325	Penange	újú-lè	u ⁵ dʒ u ⁵ + l e ¹	go back, return	retourner	COME BACK	7 8 1 7 8 9 5 7 8	XTBYT_AXT	Y6TY6_LE6	12	12.Y.V 12.6.T 12.T.C 12.Y.V 12.6.T 12._._ 12.L.C 12.E.V 12.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	536	347
1326	Perge_Tegu	pílí-wé	p i ⁵ l i ⁵ + w e ⁵	go back, return	retourner	COME BACK	1 7 8 5 7 8 9 6 7 8	AXTBYT_AXT	PI6LI6_WE6	13	13.P.C 13.I.V 13.6.T 13.L.C 13.I.V 13.6.T 13._._ 13.W.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	534	346
1327	Songhai_Senni	yèkà	j e ¹ k a ¹	come back	revenir -evolve, develop (in some way)	COME BACK	6 7 8 1 7 8	AXTBYT	JE6KA6	15	15.J.C 15.E.V 15.6.T 15.K.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	532	352
1328	Songhai_Kiini	yéká	j e ⁵ k a ⁵	come back	revenir	COME BACK	6 7 8 1 7 8	AXTBYT	JE6KA6	14	14.J.C 14.E.V 14.6.T 14.K.C 14.A.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	532	352
1329	Tebul_Ure	mì:lí:	m iː ¹ l iː ⁵	go back, return	retourner	COME BACK	4 7 8 5 7 8	AXTBYT	MI6LI6	16	16.M.C 16.I.V 16.6.T 16.L.C 16.I.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	547	353
1330	Tiranige_Diga	báŋgílí-yó	b a ⁵ ŋ ɡ i ⁵ l i ⁵ + j o ⁵	go back, return	retourner	COME BACK	1 7 8 4 1 7 8 5 7 8 9 6 7 8	AXTMBYTBYT_AXT	PA6NKI6LI6_JU6	17	17.P.C 17.A.V 17.6.T 17.N.c 17.K.C 17.I.V 17.6.T 17.L.C 17.I.V 17.6.T 17._._ 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	541	346
1331	Togo_Kan	kígì-rì	k i ⁵ ɡ i ¹ + r i ¹	go back, return	retourner	COME BACK	1 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	KI6KI6_RI6	18	18.K.C 18.I.V 18.6.T 18.K.C 18.I.V 18.6.T 18._._ 18.R.C 18.I.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	549	354
1332	Tommo_So	kígí-lí-yé	k i ⁵ ɡ i ⁵ + l i ⁵ + j e ⁵	go back, return	retourner	COME BACK	1 7 8 1 7 8 9 5 7 8 9 6 7 8	AXTBYT_AXT_AXT	KI6KI6_LI6_JE6	19	19.K.C 19.I.V 19.6.T 19.K.C 19.I.V 19.6.T 19._._ 19.L.C 19.I.V 19.6.T 19._._ 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	549	354
1333	Toro_Tegu	bìrǐ-y	b i ¹ r i ¹⁵ + j	go back, return	retourner	COME BACK	1 7 8 5 7 8 9 6	AXTBYT_A	PI6RI2_J	20	20.P.C 20.I.V 20.6.T 20.R.C 20.I.V 20.2.T 20._._ 20.J.C	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	534	346
1334	Yanda_Dom	kɔ́nɔ́	k ɔ ⁵ n ɔ ⁵	go back, return	retourner	COME BACK	1 7 8 4 7 8	AXTBYT	KU6NU6	21	21.K.C 21.U.V 21.6.T 21.N.C 21.U.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	540	355
1336	Yorno_So	kígí-límɔ́	k i ⁵ ɡ i ⁵ + l i ⁵ m ɔ ⁵	go back, return	retourner	COME BACK	1 7 8 1 7 8 9 5 7 8 4 7 8	AXTBYT_AXTBYT	KI6KI6_LI6MU6	22	22.K.C 22.I.V 22.6.T 22.K.C 22.I.V 22.6.T 22._._ 22.L.C 22.I.V 22.6.T 22.M.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	549	354
#
1337	Bangime	nūɡò	n u ³ ɡ o ¹	cotton	coton	COTTON	4 7 8 1 7 8	AXTBYT	NY6KU6	2	2.N.C 2.Y.V 2.6.T 2.K.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	550	356
1338	Bankan_Tey	nàmú	n a ¹ m u ⁵	cotton	coton	COTTON	4 7 8 4 7 8	AXTBYT	NA6MY6	3	3.N.C 3.A.V 3.6.T 3.M.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	551	356
1339	Ben_Tey	nà:mbú	n aː ¹ m b u ⁵	cotton	coton	COTTON	4 7 8 4 1 7 8	AXTMBYT	NA6MPY6	4	4.N.C 4.A.V 4.6.T 4.M.c 4.P.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	551	356
1340	Bunoge	kɔ́:ndè	k ɔː n d e ¹	cotton	coton	COTTON	1 7 4 1 7 8	AXMBYT	KUNTE6	5	5.K.C 5.U.V 5.N.c 5.T.C 5.E.V 5.6.T	1.6 3.0 1.1 1.3 3.0 1.0	0	565	357
1342	Fulfulde	haabu	h a a b u	cotton	coton	COTTON	3 7 7 1 7	AXYBZ	HAAPY	6	6.H.C 6.A.V 6.A.V 6.P.C 6.Y.V	2.0 1.5 1.3 1.75 0.8	0	554	358
1344	Jamsay	nǎ:m	n aː ¹⁵ m	cotton	coton	COTTON	4 7 8 4	AXTN	NA2M	7	7.N.C 7.A.V 7.2.T 7.M.c	1.6 3.0 1.0 0.5	0	551	356
1345	Jenaama	dé	d e ⁵	cotton	coton	COTTON	1 7 8	AXT	TE6	8	8.T.C 8.E.V 8.6.T	1.6 3.0 1.0	0	556	359
1346	Mombo	kɔ́:ndí	k ɔː n d i ⁵	cotton	coton	COTTON	1 7 4 1 7 8	AXMBYT	KUNTI6	9	9.K.C 9.U.V 9.N.c 9.T.C 9.I.V 9.6.T	1.6 3.0 1.1 1.3 3.0 1.0	0	565	357
1347	Najamba	sá-gò	s a ⁵ + ɡ o ¹	cotton	coton	COTTON	3 7 8 9 1 7 8	AXT_AXT	SA6_KU6	10	10.S.C 10.A.V 10.6.T 10._._ 10.K.C 10.U.V 10.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	558	360
1348	Nanga	nà:mbí	n aː ¹ m b i ⁵	cotton	coton	COTTON	4 7 8 4 1 7 8	AXTMBYT	NA6MPI6	11	11.N.C 11.A.V 11.6.T 11.M.c 11.P.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	551	356
1349	Penange	kɔ́:ndè	k ɔː n d e ¹	cotton	coton	COTTON	1 7 4 1 7 8	AXMBYT	KUNTE6	12	12.K.C 12.U.V 12.N.c 12.T.C 12.E.V 12.6.T	1.6 3.0 1.1 1.3 3.0 1.0	0	565	357
