# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
2126	Tebul_Ure	ɔ́ggɔ́	ɔ ⁵ ɡ ɡ ɔ ⁵	quick, rapid, fast (adjective)	rapide	FAST	7 8 1 1 7 8	XTMBYT	U6KKU6	16	16.U.V 16.6.T 16.K.c 16.K.C 16.U.V 16.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	920	607
2127	Tiranige_Diga	númá	n u ⁵ m a ⁵	quick, rapid, fast (adjective)	rapide	FAST	4 7 8 4 7 8	AXTBYT	NY6MA6	17	17.N.C 17.Y.V 17.6.T 17.M.C 17.A.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	932	606
2128	Togo_Kan	ɔ́gú	ɔ ⁵ ɡ u ⁵	quick, rapid, fast (adjective)	rapide	FAST	7 8 1 7 8	XTBYT	U6KY6	18	18.U.V 18.6.T 18.K.C 18.Y.V 18.6.T	3.0 1.0 1.3 3.0 1.0	0	920	598
2129	Tommo_So	ɔ́gú	ɔ ⁵ ɡ u ⁵	quick, rapid, fast (adjective)	rapide	FAST	7 8 1 7 8	XTBYT	U6KY6	19	19.U.V 19.6.T 19.K.C 19.Y.V 19.6.T	3.0 1.0 1.3 3.0 1.0	0	920	598
2130	Toro_Tegu	dɔ̀ymú-dà-ŋ́	d ɔ ¹ j m u ⁵ + d a ¹ + ŋ ⁵	quick, rapid, fast (adjective)	rapide	FAST	1 7 8 6 4 7 8 9 1 7 8 9 4 8	AXTMBYT_AXT_AT	TU6JMY6_TA6_N6	20	20.T.C 20.U.V 20.6.T 20.J.c 20.M.C 20.Y.V 20.6.T 20._._ 20.T.C 20.A.V 20.6.T 20._._ 20.N.C 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.0	0	935	605
2131	Yanda_Dom	tèl	t e ¹ l	quick, rapid, fast (adjective)	rapide	FAST	1 7 8 5	AXTN	TE6L	21	21.T.C 21.E.V 21.6.T 21.L.c	1.6 3.0 1.0 0.5	0	916	600
2132	Yorno_So	ɔ́gú	ɔ ⁵ ɡ u ⁵	quick, rapid, fast (adjective)	rapide	FAST	7 8 1 7 8	XTBYT	U6KY6	22	22.U.V 22.6.T 22.K.C 22.Y.V 22.6.T	3.0 1.0 1.3 3.0 1.0	0	920	598
#
2133	Bangime	bárⁿú	b a ⁵ r̃ ∼ u ⁵	fat, corpulent (person)	gros (personne, ventre), en surpoids	FAT (OBESE)	1 7 8 5 4 7 8	AXTMBYT	PA6R9Y6	2	2.P.C 2.A.V 2.6.T 2.R.c 2.9.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	936	614
2134	Bankan_Tey	dóm búró-m	d o ⁵ m _ b u ⁵ r o ⁵ + m	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 9 1 7 8 5 7 8 9 4	AXTN_AXTBYT_A	TU6M_PY6RU6_M	3	3.T.C 3.U.V 3.6.T 3.M.c 3._._ 3.P.C 3.Y.V 3.6.T 3.R.C 3.U.V 3.6.T 3._._ 3.M.C	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	937	621
2135	Ben_Tey	dùgú	d u ¹ ɡ u ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 1 7 8	AXTBYT	TY6KY6	4	4.T.C 4.Y.V 4.6.T 4.K.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	938	615
2136	Bunoge	bìgì	b i ¹ ɡ i ¹	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 1 7 8	AXTBYT	PI6KI6	5	5.P.C 5.I.V 5.6.T 5.K.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	938	611
2137	Fulfulde	ɓuttu-de	ɓ u t t u + d e	fat	gros	FAT (OBESE)	1 7 1 1 7 9 1 7	AXMBZ_AX	PYTTY_TE	6	6.P.C 6.Y.V 6.T.c 6.T.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	940	620
2139	Jamsay	déméré	d e ⁵ m e ⁵ r e ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 7 8 5 7 8	AXTBYTBYT	TE6ME6RE6	7	7.T.C 7.E.V 7.6.T 7.M.C 7.E.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	941	612
2140	Jenaama	būrōŋ	b u ³ r o ³ ŋ	fat, corpulent (person)	gros (personne, ventre), en surpoids	FAT (OBESE)	1 7 8 5 7 8 4	AXTBYTN	PY6RU6N	8	8.P.C 8.Y.V 8.6.T 8.R.C 8.U.V 8.6.T 8.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	936	614
2141	Mombo	bállà	b a ⁵ l l a ¹	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 5 5 7 8	AXTMBYT	PA6LLA6	9	9.P.C 9.A.V 9.6.T 9.L.c 9.L.C 9.A.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	943	619
2142	Najamba	bìní:	b i ¹ n iː ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 7 8	AXTBYT	PI6NI6	10	10.P.C 10.I.V 10.6.T 10.N.C 10.I.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	936	611
2143	Nanga	démbíré	d e ⁵ m b i ⁵ r e ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	TE6MPI6RE6	11	11.T.C 11.E.V 11.6.T 11.M.c 11.P.C 11.I.V 11.6.T 11.R.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	941	612
2144	Penange	bàgàlà	b a ¹ ɡ a ¹ l a ¹	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 1 7 8 5 7 8	AXTBYTBYT	PA6KA6LA6	12	12.P.C 12.A.V 12.6.T 12.K.C 12.A.V 12.6.T 12.L.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	938	618
2145	Perge_Tegu	démbéré	d e ⁵ m b e ⁵ r e ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	TE6MPE6RE6	13	13.T.C 13.E.V 13.6.T 13.M.c 13.P.C 13.E.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	941	612
2146	Songhai_Kiini	wàrgǒ:	w a ¹ r ɡ oː ¹⁵	fat	gros	FAT (OBESE)	6 7 8 5 1 7 8	AXTMBYT	WA6RKU2	14	14.W.C 14.A.V 14.6.T 14.R.c 14.K.C 14.U.V 14.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	948	613
2147	Songhai_Senni	wàrgò	w a ¹ r ɡ o ¹	fat	gros	FAT (OBESE)	6 7 8 5 1 7 8	AXTMBYT	WA6RKU6	15	15.W.C 15.A.V 15.6.T 15.R.c 15.K.C 15.U.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	948	613
2149	Tebul_Ure	bìnɛ́:	b i ¹ n ɛː ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 7 8	AXTBYT	PI6NE6	16	16.P.C 16.I.V 16.6.T 16.N.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	936	611
2150	Tiranige_Diga	bíní	b i ⁵ n i ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 7 8	AXTBYT	PI6NI6	17	17.P.C 17.I.V 17.6.T 17.N.C 17.I.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	936	611
2151	Togo_Kan	déméré	d e ⁵ m e ⁵ r e ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4 7 8 5 7 8	AXTBYTBYT	TE6ME6RE6	18	18.T.C 18.E.V 18.6.T 18.M.C 18.E.V 18.6.T 18.R.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	941	612
2152	Tommo_So	póó	p oː ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8	AXT	PU6	19	19.P.C 19.U.V 19.6.T	1.6 3.0 1.0	0	936	617
2153	Toro_Tegu	sɛ́w	s ɛ ⁵ w	fat (corpulent)	gros (corpulent)	FAT (OBESE)	3 7 8 6	AXTN	SE6W	20	20.S.C 20.E.V 20.6.T 20.W.c	1.6 3.0 1.0 0.5	0	954	616
2154	Yanda_Dom	bǐn	b i ¹⁵ n	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 4	AXTN	PI2N	21	21.P.C 21.I.V 21.2.T 21.N.c	1.6 3.0 1.0 0.5	0	936	611
2155	Yorno_So	dùgú	d u ¹ ɡ u ⁵	fat (corpulent)	gros (corpulent)	FAT (OBESE)	1 7 8 1 7 8	AXTBYT	TY6KY6	22	22.T.C 22.Y.V 22.6.T 22.K.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	938	615
#
2157	Bambara	túlú	t u ⁵ l u ⁵	animal fat (in meat)	huile, graisse, corps gras	FAT (ORGANIC SUBSTANCE)	1 7 8 5 7 8	AXTBYT	TY6LY6	1	1.T.C 1.Y.V 1.6.T 1.L.C 1.Y.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	955	626
2158	Bangime	ɲùwⁿɛ̀	ɲ u ¹ w̃ ∼ ɛ ¹	fat (n)	graisse	FAT (ORGANIC SUBSTANCE)	4 7 8 6 4 7 8	AXTMBYT	NY6W9E6	2	2.N.C 2.Y.V 2.6.T 2.W.c 2.9.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	956	628
2159	Bankan_Tey	sî:ⁿ	s ĩː ⁵¹ ∼	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 4	AXTN	SI39	3	3.S.C 3.I.V 3.3.T 3.9.c	1.6 3.0 1.0 0.5	0	957	623
2160	Ben_Tey	sî:ⁿ	s ĩː ⁵¹ ∼	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 4	AXTN	SI39	4	4.S.C 4.I.V 4.3.T 4.9.c	1.6 3.0 1.0 0.5	0	957	623
2161	Bunoge	sìwò	s i ¹ w o ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 7 8	AXTBYT	SI6WU6	5	5.S.C 5.I.V 5.6.T 5.W.C 5.U.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	622
2163	Fulfulde	ɓelle-re	ɓ e l l e + r e	fat (n)	graisse	FAT (ORGANIC SUBSTANCE)	1 7 5 5 7 9 5 7	AXMBZ_AX	PELLE_RE	6	6.P.C 6.E.V 6.L.c 6.L.C 6.E.V 6._._ 6.R.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	960	627
2164	Jamsay	sê:	s eː ⁵¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8	AXT	SE3	7	7.S.C 7.E.V 7.3.T	1.6 3.0 1.0	0	957	623
2165	Jenaama	tīyɛ̄	t i ³ j ɛ ³	fat (n)	graisse	FAT (ORGANIC SUBSTANCE)	1 7 8 6 7 8	AXTBYT	TI6JE6	8	8.T.C 8.I.V 8.6.T 8.J.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	629
2166	Mombo	síwó	s i ⁵ w o ⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 7 8	AXTBYT	SI6WU6	9	9.S.C 9.I.V 9.6.T 9.W.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	622
2167	Najamba	sî:-ŋgò	s iː ⁵¹ + ŋ ɡ o ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 9 4 1 7 8	AXT_ACYT	SI3_NKU6	10	10.S.C 10.I.V 10.3.T 10._._ 10.N.C 10.K.C 10.U.V 10.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	964	630
2168	Nanga	síyⁿɛ̂	s i ⁵ j ∼ ɛ ¹⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 4 7 8	AXTMBYT	SI6J9E2	11	11.S.C 11.I.V 11.6.T 11.J.c 11.9.C 11.E.V 11.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	959	622
2169	Penange	nù:	n uː ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	4 7 8	AXT	NY6	12	12.N.C 12.Y.V 12.6.T	1.6 3.0 1.0	1	966	631
2170	Perge_Tegu	šíyè	ʃ i ⁵ j e ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 7 8	AXTBYT	SI6JE6	13	13.S.C 13.I.V 13.6.T 13.J.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	622
2171	Songhai_Kiini	má:ní	m aː ⁵ n i ⁵	(animal) fat	graisse (d’animal)	FAT (ORGANIC SUBSTANCE)	4 7 8 4 7 8	AXTBYT	MA6NI6	14	14.M.C 14.A.V 14.6.T 14.N.C 14.I.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	966	624
2172	Songhai_Senni	má:nó	m aː ⁵ n o ⁵	(meat) fat	graisse (de viande)	FAT (ORGANIC SUBSTANCE)	4 7 8 4 7 8	AXTBYT	MA6NU6	15	15.M.C 15.A.V 15.6.T 15.N.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	966	624
2173	Tebul_Ure	sé:	s eː ⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8	AXT	SE6	16	16.S.C 16.E.V 16.6.T	1.6 3.0 1.0	0	957	623
2174	Tiranige_Diga	sìyò	s i ¹ j o ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 7 8	AXTBYT	SI6JU6	17	17.S.C 17.I.V 17.6.T 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	622
2175	Togo_Kan	nɔ̀wⁿɔ̀ síwé	n ɔ ¹ w̃ ∼ ɔ ¹ _ s i ⁵ w e ⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	4 7 8 6 4 7 8 9 3 7 8 6 7 8	AXTMBYT_AXTBYT	NU6W9U6_SI6WE6	18	18.N.C 18.U.V 18.6.T 18.W.c 18.9.C 18.U.V 18.6.T 18._._ 18.S.C 18.I.V 18.6.T 18.W.C 18.E.V 18.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	956	625
2176	Tommo_So	nàmà síyé	n a ¹ m a ¹ _ s i ⁵ j e ⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	4 7 8 4 7 8 9 3 7 8 6 7 8	AXTBYT_AXTBYT	NA6MA6_SI6JE6	19	19.N.C 19.A.V 19.6.T 19.M.C 19.A.V 19.6.T 19._._ 19.S.C 19.I.V 19.6.T 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	956	625
2177	Toro_Tegu	síwó	s i ⁵ w o ⁵	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 6 7 8	AXTBYT	SI6WU6	20	20.S.C 20.I.V 20.6.T 20.W.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	1	959	622
2178	Yanda_Dom	sɔ́ŋɔ̀	s ɔ ⁵ ŋ ɔ ¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8 4 7 8	AXTBYT	SU6NU6	21	21.S.C 21.U.V 21.6.T 21.N.C 21.U.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	959	632
2179	Yorno_So	sî:	s iː ⁵¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)	3 7 8	AXT	SI3	22	22.S.C 22.I.V 22.3.T	1.6 3.0 1.0	0	957	623
#
2207	Bangime	pìrⁿà	p i ¹ r̃ ∼ a ¹	fear, be afraid	avoir peur	FEAR (BE AFRAID)	1 7 8 5 4 7 8	AXTMBYT	PI6R9A6	2	2.P.C 2.I.V 2.6.T 2.R.c 2.9.C 2.A.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	967	638
2208	Bankan_Tey	ú:wí	uː ⁵ w i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	7 8 6 7 8	XTBYT	Y6WI6	3	3.Y.V 3.6.T 3.W.C 3.I.V 3.6.T	3.0 1.0 1.3 3.0 1.0	0	968	634
2209	Ben_Tey	ú:yí	uː ⁵ j i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	7 8 6 7 8	XTBYT	Y6JI6	4	4.Y.V 4.6.T 4.J.C 4.I.V 4.6.T	3.0 1.0 1.3 3.0 1.0	0	969	634
2210	Bunoge	díwɛ̀	d i ⁵ w ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	1 7 8 6 7 8	AXTBYT	TI6WE6	5	5.T.C 5.I.V 5.6.T 5.W.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	968	634
2212	Fulfulde	hulu-de	h u l u + d e	fear, be afraid	avoir peur	FEAR (BE AFRAID)	3 7 5 7 9 1 7	AXBZ_AX	HYLY_TE	6	6.H.C 6.Y.V 6.L.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	971	639
2213	Jamsay	lɛ́:	l ɛː ⁵	fear, be afraid	avoir peur	FEAR (BE AFRAID)	5 7 8	AXT	LE6	7	7.L.C 7.E.V 7.6.T	1.6 3.0 1.0	0	972	635
2214	Jenaama	kwàⁿ	k w ã ¹ ∼	fear, be afraid	avoir peur	FEAR (BE AFRAID)	1 6 7 8 4	ACXTN	KWA69	8	8.K.C 8.W.C 8.A.V 8.6.T 8.9.c	1.6 1.2 3.0 1.0 0.5	0	973	640
2215	Mombo	ní:wɔ́ ní:wɛ̀	n iː ⁵ w ɔ ⁵ _ n iː ⁵ w ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	4 7 8 6 7 8 9 4 7 8 6 7 8	AXTBYT_AXTBYT	NI6WU6_NI6WE6	9	9.N.C 9.I.V 9.6.T 9.W.C 9.U.V 9.6.T 9._._ 9.N.C 9.I.V 9.6.T 9.W.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	974	641
2216	Najamba	íbí-yɛ́	i ⁵ b i ⁵ + j ɛ ⁵	fear, be afraid	avoir peur	FEAR (BE AFRAID)	7 8 1 7 8 9 6 7 8	XTBYT_AXT	I6PI6_JE6	10	10.I.V 10.6.T 10.P.C 10.I.V 10.6.T 10._._ 10.J.C 10.E.V 10.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	975	633
2217	Nanga	ú:yí	uː ⁵ j i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	7 8 6 7 8	XTBYT	Y6JI6	11	11.Y.V 11.6.T 11.J.C 11.I.V 11.6.T	3.0 1.0 1.3 3.0 1.0	0	969	634
2218	Penange	ní:gɛ̀	n iː ⁵ ɡ ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	4 7 8 1 7 8	AXTBYT	NI6KE6	12	12.N.C 12.I.V 12.6.T 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	977	642
2219	Perge_Tegu	lɛ́:	l ɛː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	5 7 8	AXT	LE6	13	13.L.C 13.E.V 13.6.T	1.6 3.0 1.0	0	972	635
2220	Songhai_Senni	hámbúrú	h a ⁵ m b u ⁵ r u ⁵	fear, be afraid (of)	avoir peur (de)	FEAR (BE AFRAID)	3 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	HA6MPY6RY6	15	15.H.C 15.A.V 15.6.T 15.M.c 15.P.C 15.Y.V 15.6.T 15.R.C 15.Y.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	979	636
2221	Songhai_Kiini	hàmbìrèy	h a ¹ m b i ¹ r e ¹ j	fear, be afraid	avoir peur	FEAR (BE AFRAID)	3 7 8 4 1 7 8 5 7 8 6	AXTMBYTBYTN	HA6MPI6RE6J	14	14.H.C 14.A.V 14.6.T 14.M.c 14.P.C 14.I.V 14.6.T 14.R.C 14.E.V 14.6.T 14.J.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.5	0	979	636
2223	Tebul_Ure	ír-í:	i ⁵ r + iː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	7 8 5 9 7 8	XTN_XT	I6R_I6	16	16.I.V 16.6.T 16.R.c 16._._ 16.I.V 16.6.T	3.0 1.0 0.5 0.0 3.0 1.0	0	981	643
2224	Tiranige_Diga	yó:ní-yó	j oː ⁵ n i ⁵ + j o ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	6 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	JU6NI6_JU6	17	17.J.C 17.U.V 17.6.T 17.N.C 17.I.V 17.6.T 17._._ 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	975	633
2225	Togo_Kan	líw-ì:	l i ⁵ w + iː ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	5 7 8 6 9 7 8	AXTN_XT	LI6W_I6	18	18.L.C 18.I.V 18.6.T 18.W.c 18._._ 18.I.V 18.6.T	1.6 3.0 1.0 0.5 0.0 3.0 1.0	0	972	637
2226	Tommo_So	níŋí-yɛ́	n i ⁵ ŋ i ⁵ + j ɛ ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	4 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	NI6NI6_JE6	19	19.N.C 19.I.V 19.6.T 19.N.C 19.I.V 19.6.T 19._._ 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	975	633
2227	Toro_Tegu	líw	l i ⁵ w	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	5 7 8 6	AXTN	LI6W	20	20.L.C 20.I.V 20.6.T 20.W.c	1.6 3.0 1.0 0.5	0	972	637
2228	Yanda_Dom	íbí-yɛ́	i ⁵ b i ⁵ + j ɛ ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	7 8 1 7 8 9 6 7 8	XTBYT_AXT	I6PI6_JE6	21	21.I.V 21.6.T 21.P.C 21.I.V 21.6.T 21._._ 21.J.C 21.E.V 21.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	975	633
2229	Yorno_So	lɛ́:	l ɛː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)	5 7 8	AXT	LE6	22	22.L.C 22.E.V 22.6.T	1.6 3.0 1.0	0	972	635
#
2233	Bambara	kɛlɛ	k ɛ l ɛ	fight (n), war	lutte, guerre	FIGHT	1 7 5 7	AXBZ	KELE	1	1.K.C 1.E.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	0	982	646
2234	Bangime	kóré	k o ⁵ r e ⁵	fight (n), war	lutte, guerre	FIGHT	1 7 8 5 7 8	AXTBYT	KU6RE6	2	2.K.C 2.U.V 2.6.T 2.R.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	982	646
2235	Bankan_Tey	zàyá	z a ¹ j a ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT	3 7 8 6 7 8	AXTBYT	SA6JA6	3	3.S.C 3.A.V 3.6.T 3.J.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	984	645
2236	Ben_Tey	jàyá	dʒ a ¹ j a ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT	1 7 8 6 7 8	AXTBYT	TA6JA6	4	4.T.C 4.A.V 4.6.T 4.J.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	984	645
2237	Bunoge	ɲɔ́ŋɛ̀	ɲ ɔ ⁵ ŋ ɛ ¹	fight (verb only)	lutter (verbe seulement)	FIGHT	4 7 8 4 7 8	AXTBYT	NU6NE6	5	5.N.C 5.U.V 5.6.T 5.N.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	986	647
2239	Fulfulde	haɓu-de	h a ɓ u + d e	fight (n)	lutte	FIGHT	3 7 1 7 9 1 7	AXBZ_AX	HAPY_TE	6	6.H.C 6.A.V 6.P.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	987	648
2240	Jamsay	jɛ̀yɛ́	dʒ ɛ ¹ j ɛ ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT	1 7 8 6 7 8	AXTBYT	TE6JE6	7	7.T.C 7.E.V 7.6.T 7.J.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	984	645
2241	Jenaama	kɛ̄lɛ̄	k ɛ ³ l ɛ ³	fight (n)	lutte	FIGHT	1 7 8 5 7 8	AXTBYT	KE6LE6	8	8.K.C 8.E.V 8.6.T 8.L.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	982	646
2242	Mombo	jáwⁿ-yⁿè	dʒ a ⁵ w̃ ∼ + j ∼ e ¹	fight (verb only)	lutter (verbe seulement)	FIGHT	1 7 8 6 4 9 6 4 7 8	AXTLN_ACYT	TA6W9_J9E6	9	9.T.C 9.A.V 9.6.T 9.W.c 9.9.c 9._._ 9.J.C 9.9.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 0.5 0.0 1.6 1.2 3.0 1.0	0	990	644
2243	Najamba	já:ŋí-y	dʒ aː ⁵ ŋ i ⁵ + j	fight (verb only)	lutter (verbe seulement)	FIGHT	1 7 8 4 7 8 9 6	AXTBYT_A	TA6NI6_J	10	10.T.C 10.A.V 10.6.T 10.N.C 10.I.V 10.6.T 10._._ 10.J.C	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	990	644
