# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT
2179	Yorno_So	sî:	s iː ⁵¹	animal fat (in meat)	graisse d'animal (dans la viande)	FAT (ORGANIC SUBSTANCE)
#
2184	Bambara	fà	f a ¹	father	père	FATHER
2185	Bangime	bɔ̀w	b ɔ ¹ w	father	père	FATHER
2186	Bankan_Tey	bɔ̌:	b ɔː ¹⁵	father (as in 'I do not have a father')	père	FATHER
2187	Ben_Tey	bɔ̌:	b ɔː ¹⁵	father (as in 'I do not have a father')	père	FATHER
2188	Bunoge	bàw	b a ¹ w	father (as in 'I do not have a father')	père	FATHER
2189	Fulfulde	abbi-raaɗo	a b b i + r a a ɗ o	father	père	FATHER
2190	Jamsay	dě:	d eː ¹⁵	father	père	FATHER
2191	Mombo	bá:	b aː ⁵	father (as in 'I do not have a father')	père	FATHER
2192	Najamba	bǎ:	b aː ¹⁵	father (as in 'I do not have a father')	père	FATHER
2193	Nanga	bǎ:	b aː ¹⁵	father (as in 'I do not have a father')	père	FATHER
2194	Penange	bɔ̀bɔ̀	b ɔ ¹ b ɔ ¹	father (as in 'I do not have a father')	père	FATHER
2195	Perge_Tegu	bǎ:	b aː ¹⁵	father (as in 'I do not have a father')	père	FATHER
2196	Songhai_Kiini	bɛ̀bɛ̀	b ɛ ¹ b ɛ ¹	father	père	FATHER
2197	Songhai_Senni	bà:bè	b aː ¹ b e ¹	father	père	FATHER
2199	Tebul_Ure	bá	b a ⁵	father (as in 'I do not have a father')	père	FATHER
2200	Tiranige_Diga	bà:	b aː ¹	father (as in 'I do not have a father')	père	FATHER
2201	Togo_Kan	dè dé:	d e ¹ _ d eː ⁵	father (as in 'I do not have a father')	père	FATHER
2202	Tommo_So	báá	b aː ⁵	father (as in 'I do not have a father')	père	FATHER
2203	Toro_Tegu	bá	b a ⁵	father (as in 'I do not have a father')	père	FATHER
2204	Yanda_Dom	dè:	d eː ¹	father (as in 'I do not have a father')	père	FATHER
2206	Yorno_So	bá:	b aː ⁵	father (as in 'I do not have a father')	père	FATHER
#
2207	Bangime	pìrⁿà	p i ¹ r̃ ∼ a ¹	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2208	Bankan_Tey	ú:wí	uː ⁵ w i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2209	Ben_Tey	ú:yí	uː ⁵ j i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2210	Bunoge	díwɛ̀	d i ⁵ w ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2212	Fulfulde	hulu-de	h u l u + d e	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2213	Jamsay	lɛ́:	l ɛː ⁵	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2214	Jenaama	kwàⁿ	k w ã ¹ ∼	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2215	Mombo	ní:wɔ́ ní:wɛ̀	n iː ⁵ w ɔ ⁵ _ n iː ⁵ w ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2216	Najamba	íbí-yɛ́	i ⁵ b i ⁵ + j ɛ ⁵	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2217	Nanga	ú:yí	uː ⁵ j i ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2218	Penange	ní:gɛ̀	n iː ⁵ ɡ ɛ ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2219	Perge_Tegu	lɛ́:	l ɛː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2220	Songhai_Senni	hámbúrú	h a ⁵ m b u ⁵ r u ⁵	fear, be afraid (of)	avoir peur (de)	FEAR (BE AFRAID)
2221	Songhai_Kiini	hàmbìrèy	h a ¹ m b i ¹ r e ¹ j	fear, be afraid	avoir peur	FEAR (BE AFRAID)
2223	Tebul_Ure	ír-í:	i ⁵ r + iː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2224	Tiranige_Diga	yó:ní-yó	j oː ⁵ n i ⁵ + j o ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2225	Togo_Kan	líw-ì:	l i ⁵ w + iː ¹	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2226	Tommo_So	níŋí-yɛ́	n i ⁵ ŋ i ⁵ + j ɛ ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2227	Toro_Tegu	líw	l i ⁵ w	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2228	Yanda_Dom	íbí-yɛ́	i ⁵ b i ⁵ + j ɛ ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
2229	Yorno_So	lɛ́:	l ɛː ⁵	fear, be afraid of	avoir peur de	FEAR (BE AFRAID)
#
2233	Bambara	kɛlɛ	k ɛ l ɛ	fight (n), war	lutte, guerre	FIGHT
2234	Bangime	kóré	k o ⁵ r e ⁵	fight (n), war	lutte, guerre	FIGHT
2235	Bankan_Tey	zàyá	z a ¹ j a ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2236	Ben_Tey	jàyá	dʒ a ¹ j a ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2237	Bunoge	ɲɔ́ŋɛ̀	ɲ ɔ ⁵ ŋ ɛ ¹	fight (verb only)	lutter (verbe seulement)	FIGHT
2239	Fulfulde	haɓu-de	h a ɓ u + d e	fight (n)	lutte	FIGHT
2240	Jamsay	jɛ̀yɛ́	dʒ ɛ ¹ j ɛ ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2241	Jenaama	kɛ̄lɛ̄	k ɛ ³ l ɛ ³	fight (n)	lutte	FIGHT
2242	Mombo	jáwⁿ-yⁿè	dʒ a ⁵ w̃ ∼ + j ∼ e ¹	fight (verb only)	lutter (verbe seulement)	FIGHT
2243	Najamba	já:ŋí-y	dʒ aː ⁵ ŋ i ⁵ + j	fight (verb only)	lutter (verbe seulement)	FIGHT
2244	Nanga	jòrí-yé	dʒ o ¹ r i ⁵ + j e ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2245	Penange	jáyⁿ	dʒ a ⁵ j ∼	fight (verb only)	lutter (verbe seulement)	FIGHT
2246	Perge_Tegu	jàyá	dʒ a ¹ j a ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2247	Songhai_Kiini	wàŋgù	w a ¹ ŋ ɡ u ¹	fight (n)	lutte	FIGHT
2248	Songhai_Senni	gùrjèy	ɡ u ¹ r dʒ e ¹ j	fight, tussle, wrestle	se battre, lutter	FIGHT
2250	Tebul_Ure	zèjí	z e ¹ dʒ i ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2251	Tiranige_Diga	yáŋí-yó	j a ⁵ ŋ i ⁵ + j o ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2252	Togo_Kan	jày-î:	dʒ a ¹ j + iː ⁵¹	fight (verb only)	lutter (verbe seulement)	FIGHT
2253	Tommo_So	jàwí-yɛ́	dʒ a ¹ w i ⁵ + j ɛ ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2254	Toro_Tegu	zɔ̌ŋ	z ɔ ¹⁵ ŋ	fight (verb only)	lutter (verbe seulement)	FIGHT
2255	Yanda_Dom	zá:ní-yⁿɛ́	z aː ⁵ n i ⁵ + j ∼ ɛ ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
2256	Yorno_So	jàyɛ́:	dʒ a ¹ j ɛː ⁵	fight (verb only)	lutter (verbe seulement)	FIGHT
#
2257	Bangime	kārà	k a ³ r a ¹	get, find	obtenir, gagner	FIND
2258	Bankan_Tey	tɛ́mbí	t ɛ ⁵ m b i ⁵	find (a situation)	trouver (une situation)	FIND
2259	Ben_Tey	tɛ́mbú	t ɛ ⁵ m b u ⁵	find (a situation)	trouver (une situation)	FIND
2260	Bunoge	béló-ŋgè	b e ⁵ l o ⁵ + ŋ ɡ e ¹	find (a situation)	trouver (une situation)	FIND
2261	Fulfulde	tawu-de	t a w u + d e	get, find	obtenir, gagner	FIND
2262	Jamsay	tɛ́mɛ́	t ɛ ⁵ m ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2263	Jenaama	kìlɛ̀	k i ¹ l ɛ ¹	get, find	obtenir, gagner	FIND
2264	Mombo	tɛ́mbɛ́	t ɛ ⁵ m b ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2265	Najamba	dìnɛ̂:	d i ¹ n ɛː ⁵¹	find (a situation)	trouver (une situation)	FIND
2266	Nanga	tɛ́mbí	t ɛ ⁵ m b i ⁵	find (a situation)	trouver (une situation)	FIND
2267	Penange	témbé	t e ⁵ m b e ⁵	find (a situation)	trouver (une situation)	FIND
2268	Perge_Tegu	tɛ́mbɛ́	t ɛ ⁵ m b ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2269	Songhai_Senni	dí:	d iː ⁵	see; find (sth lost); receive (sth sent)	voir; retrouver (objet perdu); recevoir (chose envoyée)	FIND
2270	Songhai_Kiini	gàrù	ɡ a ¹ r u ¹	get, find	trouver	FIND
2272	Tebul_Ure	tɛ́mbí	t ɛ ⁵ m b i ⁵	find (a situation)	trouver (une situation)	FIND
2273	Tiranige_Diga	yú:ndó	j uː ⁵ n d o ⁵	find (a situation)	trouver (une situation)	FIND
2274	Togo_Kan	tɛ́mɛ́	t ɛ ⁵ m ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2275	Tommo_So	tɛ́mbɛ́	t ɛ ⁵ m b ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2276	Toro_Tegu	dìrⁿú	d i ¹ r̃ ∼ u ⁵	find (a situation)	trouver (une situation)	FIND
2277	Yanda_Dom	tɛ́mbɛ́	t ɛ ⁵ m b ɛ ⁵	find (a situation)	trouver (une situation)	FIND
2278	Yorno_So	tɛ́mɛ́	t ɛ ⁵ m ɛ ⁵	find (a situation)	trouver (une situation)	FIND
#
2279	Bangime	nìī-ŋ̄-kūwⁿɛ̀ɛ̀	n i ¹ i ³ + ŋ ³ + k u ³ w̃ ∼ ɛː ¹	finger	doigt	FINGER
2280	Bankan_Tey	nà: sìrî:	n aː ¹ _ s i ¹ r iː ⁵¹	finger	doigt	FINGER
2281	Ben_Tey	nà: sî:ⁿ	n aː ¹ _ s ĩː ⁵¹ ∼	finger	doigt	FINGER
2282	Bunoge	nùmɛ́ sè	n u ¹ m ɛ ⁵ _ s e ¹	finger	doigt	FINGER
2284	Fulfulde	feɗeendu	f e ɗ e e n d u	finger	doigt	FINGER
2286	Jamsay	nùmò î:ⁿ	n u ¹ m o ¹ _ ĩː ⁵¹ ∼	finger	doigt	FINGER
2287	Jenaama	sùgū kɔ̀ɔ̀njɛ́wⁿ	s u ¹ ɡ u ³ _ k ɔː ¹ n dʒ ɛ ⁵ w̃ ∼	finger	doigt	FINGER
2288	Mombo	nɛ̀: sí:	n ɛː ¹ _ s iː ⁵	finger	doigt	FINGER
2289	Najamba	nùmà sɛ́ndɔ̀:	n u ¹ m a ¹ _ s ɛ ⁵ n d ɔː ¹	finger	doigt	FINGER
2290	Nanga	là sìrî	l a ¹ _ s i ¹ r i ⁵¹	finger	doigt	FINGER
2291	Penange	nɛ̀: sé	n ɛː ¹ _ s e ⁵	finger	doigt	FINGER
2292	Perge_Tegu	nùwⁿò šî:ⁿ	n u ¹ w̃ ∼ o ¹ _ ʃ ĩː ⁵¹ ∼	finger	doigt	FINGER
2293	Songhai_Senni	kàmbù kòbí:zò	k a ¹ m b u ¹ _ k o ¹ b iː ⁵ z o ¹	finger	doigt	FINGER
2294	Songhai_Kiini	kàmbɛ̀ ýsè	k a ¹ m b ɛ ¹ _ j ⁵ s e ¹	finger	doigt	FINGER
2296	Tebul_Ure	nùmà: íyɛ́	n u ¹ m aː ¹ _ i ⁵ j ɛ ⁵	finger	doigt	FINGER
2297	Tiranige_Diga	nùmá sè-ŋgé	n u ¹ m a ⁵ _ s e ¹ + ŋ ɡ e ⁵	finger	doigt	FINGER
2298	Togo_Kan	nùmɔ̀ í:ⁿ	n u ¹ m ɔ ¹ _ ĩː ⁵ ∼	finger	doigt	FINGER
2299	Tommo_So	nùmɔ̀ sǎ-y	n u ¹ m ɔ ¹ _ s a ¹⁵ + j	finger	doigt	FINGER
2300	Toro_Tegu	lɔ̀ ìrⁿú	l ɔ ¹ _ i ¹ r̃ ∼ u ⁵	finger	doigt	FINGER
2301	Yanda_Dom	nùmà é:	n u ¹ m a ¹ _ eː ⁵	finger	doigt	FINGER
2302	Yorno_So	nɔ̀yⁿ sǎ-y	n ɔ ¹ j ∼ _ s a ¹⁵ + j	finger	doigt	FINGER
#
2304	Bangime	bírɛ́	b i ⁵ r ɛ ⁵	fire	feu	FIRE
2305	Bankan_Tey	góô	ɡ oː ⁵¹	fire	feu	FIRE
2306	Ben_Tey	go᷈:	ɡ oː ¹⁵¹ ∼	fire	feu	FIRE
2307	Bunoge	génì	ɡ e ⁵ n i ¹	fire	feu	FIRE
2309	Fulfulde	yiite	j i i t e	fire	feu	FIRE
2310	Jamsay	núwⁿó	n u ⁵ w̃ ∼ o ⁵	fire	feu	FIRE
2311	Jenaama	tɔ̄	t ɔ ³	fire	feu	FIRE
2312	Mombo	génì	ɡ e ⁵ n i ¹	fire	feu	FIRE
2313	Najamba	gólò	ɡ o ⁵ l o ¹	fire	feu	FIRE
2314	Nanga	góô	ɡ o ⁵ o ⁵¹	fire	feu	FIRE
2315	Penange	gènì	ɡ e ¹ n i ¹	fire	feu	FIRE
2316	Perge_Tegu	núwⁿó	n u ⁵ w̃ ∼ o ⁵	fire	feu	FIRE
2317	Songhai_Senni	nù:nò	n uː ¹ n o ¹	fire	feu	FIRE
2318	Songhai_Kiini	nùnà	n u ¹ n a ¹	fire	feu	FIRE
2320	Tebul_Ure	gǒ:	ɡ oː ¹⁵	fire	feu	FIRE
2321	Tiranige_Diga	jíyé	dʒ i ⁵ j e ⁵	fire	feu	FIRE
2322	Togo_Kan	ɲɛ́:	ɲ ɛː ⁵	fire	feu	FIRE
2323	Tommo_So	ɲǎm	ɲ a ¹⁵ m	fire	feu	FIRE
2324	Toro_Tegu	núwⁿɔ́	n u ⁵ w̃ ∼ ɔ ⁵	fire	feu	FIRE
2325	Yanda_Dom	gòlò	ɡ o ¹ l o ¹	fire	feu	FIRE
2326	Yorno_So	yǎm	j a ¹⁵ m	fire	feu	FIRE
#
2332	Bambara	dɔ́gɔ́	d ɔ ⁵ ɡ ɔ ⁵	firewood	bois de chauffage, bois mort	FIREWOOD
2333	Bangime	sìyɛ̀	s i ¹ j ɛ ¹	firewood	bois de chauffage	FIREWOOD
2334	Bankan_Tey	tǐn	t i ¹⁵ n	firewood	bois de chauffage	FIREWOOD
2335	Ben_Tey	tìrⁿú	t i ¹ r̃ ∼ u ⁵	firewood	bois de chauffage	FIREWOOD
2336	Bunoge	té:ŋ-gè	t eː ⁵ ŋ + ɡ e ¹	firewood	bois de chauffage	FIREWOOD
2338	Fulfulde	cankuce-re	tʃ a n k u tʃ e + r e	firewood	bois de chauffage	FIREWOOD
2339	Jamsay	tǐn	t i ¹⁵ n	firewood	bois de chauffage	FIREWOOD
2340	Jenaama	súbā	s u ⁵ b a ³	firewood	bois de chauffage	FIREWOOD
2341	Mombo	té:ŋ-gé	t eː ⁵ ŋ + ɡ e ⁵	firewood	bois de chauffage	FIREWOOD
2342	Najamba	té:ŋ-gó	t eː ⁵ ŋ + ɡ o ⁵	firewood	bois de chauffage	FIREWOOD
2343	Nanga	tìrⁿí	t i ¹ r̃ ∼ i ⁵	firewood	bois de chauffage	FIREWOOD
2344	Penange	tè:ŋ-gè	t eː ¹ ŋ + ɡ e ¹	firewood	bois de chauffage	FIREWOOD
2345	Perge_Tegu	tìrⁿí	t i ¹ r̃ ∼ i ⁵	firewood	bois de chauffage	FIREWOOD
2346	Songhai_Senni	tù:rò	t uː ¹ r o ¹	(firewood)	bois (de chauffage)	FIREWOOD
2347	Songhai_Kiini	tǔ:rì	t uː ¹⁵ r i ¹	wood; firewood	bois; bois de chauffage	FIREWOOD
2348	Tebul_Ure	tìně:	t i ¹ n eː ¹⁵	firewood	bois de chauffage	FIREWOOD
2349	Tiranige_Diga	tè:ŋ-gè	t eː ¹ ŋ + ɡ e ¹	firewood	bois de chauffage	FIREWOOD
2350	Togo_Kan	tǐⁿ	t ĩ ¹⁵ ∼	firewood	bois de chauffage	FIREWOOD
2351	Tommo_So	tínú	t i ⁵ n u ⁵	firewood	bois de chauffage	FIREWOOD
2352	Toro_Tegu	tìrⁿú	t i ¹ r̃ ∼ u ⁵	firewood	bois de chauffage	FIREWOOD
2353	Yanda_Dom	té:	t eː ⁵	firewood	bois de chauffage	FIREWOOD
2354	Yorno_So	tǐn	t i ¹⁵ n	firewood	bois de chauffage	FIREWOOD
#
2358	Bangime	ɥìyɛ̄ŋ̄ kò ŋáwⁿ	ɥ i ¹ j ɛ ³ ŋ ³ _ k o ¹ _ ŋ a ⁵ w̃ ∼	fish	poisson	FISH
2359	Bankan_Tey	ísì-m	i ⁵ s i ¹ + m	fish (any)	poisson	FISH
2360	Ben_Tey	ísì-m	i ⁵ s i ¹ + m	fish (any)	poisson	FISH
2361	Bunoge	kɔ̀gùlɛ̀	k ɔ ¹ ɡ u ¹ l ɛ ¹	fish (any)	poisson	FISH
2363	Fulfulde	liingu	l i i n ɡ u	fish	poisson	FISH
2365	Jamsay	í:jú	iː ⁵ dʒ u ⁵	fish (any)	poisson	FISH
2366	Jenaama	yɔ̄gɔ̄	j ɔ ³ ɡ ɔ ³	fish	poisson	FISH
2367	Mombo	kɔ́gúlɛ́	k ɔ ⁵ ɡ u ⁵ l ɛ ⁵	fish (any)	poisson	FISH
2368	Najamba	íjì	i ⁵ dʒ i ¹	fish (any)	poisson	FISH
2369	Nanga	ísî	i ⁵ s i ⁵¹	fish (any)	poisson	FISH
2370	Penange	kɔ́gúlɛ́	k ɔ ⁵ ɡ u ⁵ l ɛ ⁵	fish (any)	poisson	FISH
2371	Perge_Tegu	í:sú	iː ⁵ s u ⁵	fish (any)	poisson	FISH
2372	Songhai_Kiini	dè:sì	d eː ¹ s i ¹	(any) fish	poisson	FISH
2373	Songhai_Senni	ʔísà:	ʔ i ⁵ s aː ¹	fish	poisson	FISH
2375	Tebul_Ure	ídè	i ⁵ d e ¹	fish (any)	poisson	FISH
2376	Tiranige_Diga	ì:	iː ¹	fish (any)	poisson	FISH
2377	Togo_Kan	kɔ́gɔ́rɔ́	k ɔ ⁵ ɡ ɔ ⁵ r ɔ ⁵	fish (any)	poisson	FISH
2378	Toro_Tegu	ní nàwⁿà	n i ⁵ _ n a ¹ w̃ ∼ a ¹	fish (any)	poisson	FISH
2379	Yanda_Dom	ízù	i ⁵ z u ¹	fish (any)	poisson	FISH
2380	Yorno_So	íjì	i ⁵ dʒ i ¹	fish (any)	poisson	FISH
#
2385	Bambara	dúúrú	d uː ⁵ r u ⁵	five	cinq	FIVE
2386	Bangime	núndī	n u ⁵ n d i ³	five	cinq	FIVE
2387	Bankan_Tey	nùmmǔyⁿ	n u ¹ m m u ¹⁵ j ∼	five	cinq	FIVE
2388	Ben_Tey	nùmǔyⁿ	n u ¹ m u ¹⁵ j ∼	five	cinq	FIVE
2389	Bunoge	nɔ́:mɔ̀	n ɔː m ɔ ¹	five	cinq	FIVE
2390	Fulfulde	joyi	dʒ o j i	five	cinq	FIVE
2392	Jamsay	nǔ:yⁿ	n uː ¹⁵ j ∼	five	cinq	FIVE
2393	Jenaama	kɔ̀ɔ̀gɔ̀wⁿ	k ɔː ¹ ɡ ɔ ¹ w̃ ∼	five	cinq	FIVE
2394	Mombo	nú:mò	n uː ⁵ m o ¹	five	cinq	FIVE
2395	Najamba	nùmî:	n u ¹ m iː ⁵¹	five	cinq	FIVE
2396	Nanga	nìmǐ:	n i ¹ m iː ¹⁵	five	cinq	FIVE
2397	Penange	nɔ̀:m	n ɔː ¹ m	five	cinq	FIVE
2398	Perge_Tegu	nùmǐ:	n u ¹ m iː ¹⁵	five	cinq	FIVE
2399	Songhai_Senni	gú:	ɡ uː ⁵	five	cinq	FIVE
2400	Songhai_Kiini	gú:	ɡ uː ⁵	five	cinq	FIVE
2401	Tebul_Ure	nǔm	n u ¹⁵ m	five	cinq	FIVE
2402	Tiranige_Diga	nú:	n uː ⁵	five	cinq	FIVE
2403	Togo_Kan	núnɛ́:	n u ⁵ n ɛː ⁵	five	cinq	FIVE
2404	Tommo_So	ǹnɔ́	n ¹ n ɔ ⁵	five	cinq	FIVE
2405	Toro_Tegu	nǔ:y	n uː ¹⁵ j	five	cinq	FIVE
2406	Yanda_Dom	nûm	n u ⁵¹ m	five	cinq	FIVE
2407	Yorno_So	nùmɔ́rⁿɔ́	n u ¹ m ɔ ⁵ r̃ ∼ ɔ ⁵	five	cinq	FIVE
#
2412	Bangime	twīìⁿ	t w ĩː ³¹ ∼	flower	fleur	FLOWER
2413	Bankan_Tey	pùrⁿó	p u ¹ r̃ ∼ o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2414	Ben_Tey	pùrⁿǔy	p u ¹ r̃ ∼ u ¹⁵ j	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2415	Bunoge	púlò	p u ⁵ l o ¹	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2417	Fulfulde	piindi	p i i n d i	flower	fleur	FLOWER
2418	Jamsay	pùrⁿó	p u ¹ r̃ ∼ o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2419	Jenaama	pùgè	p u ¹ ɡ e ¹	flower	fleur	FLOWER
2420	Mombo	púlú	p u ⁵ l u ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2421	Najamba	pùnɛ̌-ngó	p u ¹ n ɛ ¹⁵ + n ɡ o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2422	Nanga	pùrⁿó	p u ¹ r̃ ∼ o ⁵	flower	fleur	FLOWER
2423	Penange	púló	p u ⁵ l o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2424	Perge_Tegu	pùrⁿó	p u ¹ r̃ ∼ o ⁵	flower	fleur	FLOWER
2425	Songhai_Senni	bùgà	b u ¹ ɡ a ¹	blossom, bloom	fleur	FLOWER
2427	Tebul_Ure	pùrⁿó	p u ¹ r̃ ∼ o ⁵	flower	fleur	FLOWER
2428	Tiranige_Diga	pùnì	p u ¹ n i ¹	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2429	Togo_Kan	pìyé	p i ¹ j e ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2430	Tommo_So	púyó	p u ⁵ j o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2431	Toro_Tegu	pùró	p u ¹ r o ⁵	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2432	Yanda_Dom	pùn	p u ¹ n	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
2433	Songhai_Kiini	púyó	p u ⁵ j o ⁵	flower	fleur	FLOWER
2434	Yorno_So	pǔy	p u ¹⁵ j	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	FLOWER
#
2438	Bambara	bíléⁿ	b i ⁵ l ẽ ⁵ ∼	fly (n)	mouche	FLY (INSECT)
2439	Bangime	yúrí	j u ⁵ r i ⁵	common fly (insect)	mouche	FLY (INSECT)
2440	Bankan_Tey	jè jêⁿ-m	dʒ e ¹ _ dʒ e ⁵¹ ∼ + m	common fly (insect)	mouche	FLY (INSECT)
2441	Ben_Tey	gì gɛ᷈:ⁿ-m	ɡ i ¹ _ ɡ ɛ̃ː ¹⁵¹ + m	common fly (insect)	mouche	FLY (INSECT)
2442	Bunoge	ɲóŋó-nì	ɲ o ⁵ ŋ o ⁵ + n i ¹	common fly (insect)	mouche	FLY (INSECT)
2444	Fulfulde	mbuubu	m b u u b u	fly (n)	mouche	FLY (INSECT)
2446	Jamsay	ɲù: jɛ̂-m	ɲ uː ¹ _ dʒ ɛ ¹⁵ + m	common fly (insect)	mouche	FLY (INSECT)
2447	Jenaama	sūⁿ	s ũ ∼ ³	fly (n)	mouche	FLY (INSECT)
2448	Mombo	gɛ́:nɛ́	ɡ ɛː ⁵ n ɛ ⁵	common fly (insect)	mouche	FLY (INSECT)
2449	Najamba	gɔ́ŋɛ́	ɡ ɔ ⁵ ŋ ɛ ⁵	common fly (insect)	mouche	FLY (INSECT)
2450	Nanga	jí:yⁿɛ̀	dʒ iː ⁵ j ∼ ɛ ¹	common fly (insect)	mouche	FLY (INSECT)
2451	Penange	gì:nà	ɡ iː ¹ n a ¹	common fly (insect)	mouche	FLY (INSECT)
2452	Perge_Tegu	yò yǒŋ	j o ¹ _ j o ¹⁵ ŋ	common fly (insect)	mouche	FLY (INSECT)
2453	Songhai_Kiini	hámní	h a ⁵ m n i ⁵	common fly (insect)	mouche	FLY (INSECT)
2454	Songhai_Senni	hámnó	h a ⁵ m n o ⁵	fly (insect), (any) flying insect	mouche, (tout) insecte volant	FLY (INSECT)
2456	Tebul_Ure	gèné	ɡ e ¹ n e ⁵	common fly (insect)	mouche	FLY (INSECT)
2457	Tiranige_Diga	jà:ní	dʒ aː ¹ n i ⁵	common fly (insect)	mouche	FLY (INSECT)
2458	Togo_Kan	ɲù: dúgɔ́	ɲ uː ¹ _ d u ⁵ ɡ ɔ ⁵	common fly (insect)	mouche	FLY (INSECT)
2459	Toro_Tegu	yⁿɔ̀ŋgɛ̌yⁿ	j ∼ ɔ ¹ ŋ ɡ ɛ ¹⁵ j ∼	common fly (insect)	mouche	FLY (INSECT)
2460	Yanda_Dom	jěn	dʒ e ¹⁵ n	common fly (insect)	mouche	FLY (INSECT)
2461	Yorno_So	ɲíŋgélé	ɲ i ⁵ ŋ ɡ e ⁵ l e ⁵	common fly (insect)	mouche	FLY (INSECT)
#
2465	Bambara	páⁿ	p ã ⁵ ∼	fly (away)	voler/fly	FLY (MOVE THROUGH AIR)
2466	Bangime	pìrù	p i ¹ r u ¹	fly away	s'envoler	FLY (MOVE THROUGH AIR)
2467	Bankan_Tey	kísí-yé	k i ⁵ s i ⁵ + j e ⁵	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2468	Bunoge	píllè	p i ⁵ l l e ¹	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2470	Fulfulde	fiiru-de	f i i r u + d e	fly away	s'envoler	FLY (MOVE THROUGH AIR)
2472	Jamsay	kílè:	k i ⁵ l eː ¹	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2473	Jenaama	pīīrī	p iː ³³ r i ³	fly away	s'envoler	FLY (MOVE THROUGH AIR)
2474	Mombo	círé	tʃ i ⁵ r e ⁵	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2475	Najamba	pírí-y	p i ⁵ r i ⁵ + j	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2476	Nanga	kísí-yé	k i ⁵ s i ⁵ + j e ⁵	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2477	Penange	píl-yê:	p i ⁵ l + j eː ⁵¹	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
2478	Perge_Tegu	kírí-yé	k i ⁵ r i ⁵ + j e ⁵	(e.g. bird) fly	(oiseau etc.) voler	FLY (MOVE THROUGH AIR)
